번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
2598,관광숙박업,03_11_01_P,3670000,CDFI2260031999000001,1999.6.26,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,600-6000,,305-301,대전광역시 유성구 봉명동 545-5번지,"대전광역시 유성구 온천로 92 (봉명동, 더뷰)",34187,더뷰,2019.12.19 11:10,U,2019.12.21 2:40,,231151.3543,317103.6695,관광숙박업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,관광숙박업,03_11_01_P,3740000,CDFI2260032013000001,2013.11.21,,4,취소/말소/만료/정지/중지,35,직권말소,2022.12.12,,,,031-253-7999,,442-140,경기도 수원시 팔달구 구천동 24,경기도 수원시 팔달구 중부대로10번길 9 (구천동),16263,호텔퀸,2023.1.5 16:56,U,2023.1.7 2:40,,201484.0956,419187.7514,관광숙박업,,일반상업지역,6,기타,,동부화재손해보험,호텔,5,1,36,2096,,,0,0,,0,0,,0,2096.46,,0,,,,,,,0,,,,2096,관광호텔업
2600,관광숙박업,03_11_01_P,3740000,CDFI2260032015000001,2015.3.25,,4,취소/말소/만료/정지/중지,35,직권말소,2022.12.12,,,,031-237-3400,,441-822,경기도 수원시 권선구 권선동 1011-17,경기도 수원시 권선구 권선로669번길 26 (권선동),16571,타소스호텔,2022.12.12 9:37,U,2022.12.14 2:40,,202167.5916,417670.2874,관광숙박업,,중심상업지역,7,기타,,KB손해보험주식회사,호텔,7,2,41,0,,,0,0,,0,0,,0,2593.58,,0,,,,,,,0,,,,2594,관광호텔업
2601,관광숙박업,03_11_01_P,3150000,CDFI2260032003000005,2003.3.25,,4,취소/말소/만료/정지/중지,35,직권말소,2015.5.11,,,,,,157-290,서울특별시 강서구 외발산동 282-2번지,서울특별시 강서구 남부순환로 188 (외발산동),,붐 관광호텔,2016.5.12 10:05,I,2018.8.31 23:59,,183993.3931,449605.8657,관광숙박업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,관광숙박업,03_11_01_P,3050000,CDFI2260032015000002,2015.3.25,,4,취소/말소/만료/정지/중지,35,직권말소,2023.6.20,,,,2210-5000,,130-840,서울특별시 동대문구 장안동 366-2,서울특별시 동대문구 장한로24길 8 (장안동),2639,호텔나인(NINE),2023.6.21 9:09,U,2023.6.23 2:40,,206231.4203,452041.4768,관광숙박업,,,12,,,특수건물로 보험 제외,숙박시설,10,2,53,0,,,0,0,,0,0,,0,3211.55,,0,,,,,,,0,,,,3212,관광호텔업
2603,관광숙박업,03_11_01_P,3180000,CDFI2260031996000002,1996.7.4,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-870,서울특별시 영등포구 여의도동 13-3번지 1층,"서울특별시 영등포구 국회대로76길 16  (여의도동,1층)",,맨하탄,2010.3.15 17:08,I,2018.8.31 23:59,,193019.6458,447560.1623,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2604,관광숙박업,03_11_01_P,3180000,CDFI2260031996000004,1996.10.28,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-901,서울특별시 영등포구 영등포동2가 94-154번지,서울특별시 영등포구 버드나루로 23  (영등포동2가),,라스베가스,2010.3.15 17:07,I,2018.8.31 23:59,,192165.9345,446508.0008,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2605,관광숙박업,03_11_01_P,3180000,CDFI2260031996000006,1996.11.19,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-870,서울특별시 영등포구 여의도동 13-3번지,서울특별시 영등포구 국회대로76길 16  (여의도동),,"스카이라운지,나이트",2010.3.15 17:07,I,2018.8.31 23:59,,193019.6458,447560.1623,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2606,관광숙박업,03_11_01_P,3180000,CDFI2260031997000001,1997.3.3,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-870,서울특별시 영등포구 여의도동 13-3번지,서울특별시 영등포구 국회대로76길 16  (여의도동),,맨하탄단란주점,2010.3.15 17:08,I,2018.8.31 23:59,,193019.6458,447560.1623,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2607,관광숙박업,03_11_01_P,3180000,CDFI2260031997000002,1997.3.14,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-868,서울특별시 영등포구 여의도동 10-3번지,서울특별시 영등포구 은행로 62  (여의도동),,여의도관광호텔나이트,2010.3.15 17:02,I,2018.8.31 23:59,,193321.8865,447552.0765,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2608,관광숙박업,03_11_01_P,3180000,CDFI2260031997000003,1997.6.24,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-868,서울특별시 영등포구 여의도동 10-3번지,서울특별시 영등포구 은행로 62  (여의도동),,여의도관광호텔,2010.3.15 17:02,I,2018.8.31 23:59,,193321.8865,447552.0765,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2609,관광숙박업,03_11_01_P,3180000,CDFI2260031997000004,1997.6.24,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-901,서울특별시 영등포구 영등포동2가 94-154번지,서울특별시 영등포구 버드나루로 23  (영등포동2가),,온정개발,2010.3.15 17:02,I,2018.8.31 23:59,,192165.9345,446508.0008,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2610,관광숙박업,03_11_01_P,3180000,CDFI2260031997000005,1997.9.23,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-870,서울특별시 영등포구 여의도동 13-3번지,서울특별시 영등포구 국회대로76길 16  (여의도동),,호텔 맨하탄,2010.3.15 17:01,I,2018.8.31 23:59,,193019.6458,447560.1623,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2611,관광숙박업,03_11_01_P,3180000,CDFI2260031996000001,1996.6.27,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-868,서울특별시 영등포구 여의도동 10-3번지,서울특별시 영등포구 은행로 62  (여의도동),,여의도관광호텔바,2010.3.15 17:08,I,2018.8.31 23:59,,193321.8865,447552.0765,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2612,관광숙박업,03_11_01_P,3180000,CDFI2260031997000006,1997.10.20,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-870,서울특별시 영등포구 여의도동 13-3번지,서울특별시 영등포구 국회대로76길 16  (여의도동),,맨하탄호텔,2010.3.15 17:10,I,2018.8.31 23:59,,193019.6458,447560.1623,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2613,관광숙박업,03_11_01_P,3180000,CDFI2260031997000007,1997.11.14,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-901,서울특별시 영등포구 영등포동2가 94-154번지,서울특별시 영등포구 버드나루로 23  (영등포동2가),,라스베가스관광호텔,2010.3.15 17:10,I,2018.8.31 23:59,,192165.9345,446508.0008,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2614,관광숙박업,03_11_01_P,3180000,CDFI2260031998000001,1998.2.5,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-868,서울특별시 영등포구 여의도동 10-3번지,서울특별시 영등포구 은행로 62  (여의도동),,여의도관광호텔,2010.3.15 17:09,I,2018.8.31 23:59,,193321.8865,447552.0765,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2615,관광숙박업,03_11_01_P,3180000,CDFI2260031998000002,1998.3.4,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-870,서울특별시 영등포구 여의도동 13-3번지,서울특별시 영등포구 국회대로76길 16  (여의도동),,맨하탄호텔터키베스,2010.3.15 17:08,I,2018.8.31 23:59,,193019.6458,447560.1623,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2616,관광숙박업,03_11_01_P,3180000,CDFI2260031998000003,1998.6.18,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-868,서울특별시 영등포구 여의도동 10-3번지,서울특별시 영등포구 은행로 62  (여의도동),,여의도관광(칵테일바),2010.3.15 17:09,I,2018.8.31 23:59,,193321.8865,447552.0765,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2617,관광숙박업,03_11_01_P,3180000,CDFI2260031998000004,1998.6.20,,4,취소/말소/만료/정지/중지,35,직권말소,,,,,,,150-868,서울특별시 영등포구 여의도동 10-3번지,서울특별시 영등포구 은행로 62  (여의도동),,여의도관광호텔,2010.3.15 17:10,I,2018.8.31 23:59,,193321.8865,447552.0765,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2618,관광숙박업,03_11_01_P,4140000,CDFI2260031998000001,1998.8.11,,3,폐업,3,폐업,2014.6.30,,,,,,486-908,경기도 연천군 전곡읍 전곡리 95번지,경기도 연천군 전곡읍 선사로 206,486-908,한탄강관광지,2014.6.30 18:15,I,2018.8.31 23:59,,206130.6071,500778.2858,관광숙박업,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,관광호텔업
2619,관광숙박업,03_11_01_P,3010000,CDFI2260032009000001,2009.5.22,,3,폐업,3,폐업,2014.3.5,,,,3407-0700,,,서울특별시 중구 을지로6가 17-2번지 케레스타 빌딩 18층~20층,"서울특별시 중구 장충단로13길 20  (을지로6가,케레스타 빌딩 18층~20층)",,이스트게이트 타워호텔,2014.3.5 11:19,I,2018.8.31 23:59,,200613.5103,451817.5154,관광숙박업,,일반상업지역,0,기타,,,,0,0,0,0,,,0,0,,0,0,,0,5996.79,,0,,,,,,,0,,,,5997,
2620,관광숙박업,03_11_01_P,3010000,CDFI2260032009000002,2009.9.22,,3,폐업,3,폐업,2020.2.17,,,,2277-4917,,100-195,서울특별시 중구 을지로5가 99번지,서울특별시 중구 동호로 360 (을지로5가),,호텔아카시아,2020.3.6 14:17,U,2020.3.8 2:40,,200170.8342,451577.6025,관광숙박업,,상업지역,15,기타,,,숙박시설,12,3,134,0,HOTEL ACACIA,Tourist Hotel,0,0,,0,0,,0,8839.81,,0,,,,,,,0,,,,8840,관광호텔업
2621,관광숙박업,03_11_01_P,3210000,CDFI2260031982000001,1982.9.18,,3,폐업,3,폐업,2021.3.8,,,,02-2186-6724,,137-804,서울특별시 서초구 반포동 64-1,서울특별시 서초구 사평대로 160 (반포동),137-804,쉐라톤 서울 팔래스 강남 호텔,2021.3.8 13:52,U,2021.3.10 2:40,,200061.0523,444287.8347,관광숙박업,관광사업,일반주거지역,13,아파트지역,,,호텔,13,2,341,31162,"Seojoo Industrial Development Co., Ltd. 
(Sheraton Seoul Palace Gangnam Hotel)",TOURIST HOTEL,,,,,,,,31162.04,,,,,,,,,,,,,31162,관광호텔업
2622,관광숙박업,03_11_01_P,3210000,CDFI2260031999000001,1999.1.6,,3,폐업,3,폐업,2017.9.29,,,,3486-6000,,137-876,서울특별시 서초구 서초동 1594-3번지,서울특별시 서초구 효령로55길 39 (서초동),,센트로관광호텔,2018.6.1 13:12,I,2018.8.31 23:59,,201170.07,442708.0036,관광숙박업,관광사업,근린상업지역,8,기타,,,근린생활시설,8,2,94,8286,,,,,,,,,,8285.57,,,,,,,,,,,,,8286,관광호텔업
2623,관광숙박업,03_11_01_P,3210000,CDFI2260032018000001,2018.1.5,,3,폐업,3,폐업,2021.4.2,,,,02-2141-9900,,,서울특별시 서초구 서초동 1595-4,서울특별시 서초구 반포대로18길 62 (서초동),6651,호텔 라리아,2021.4.2 13:54,U,2021.4.4 2:40,,201144.3376,442788.0834,관광숙박업,,일반상업지역,15,,,,,15,2,81,4830,,,,,,,,,,,,,,,,,,,2500000000,,,,,관광호텔업
2624,관광숙박업,03_11_01_P,3210000,CDFI2260032001000002,2001.9.28,,3,폐업,3,폐업,2021.9.23,,,,02-521-7111,,,서울특별시 서초구 서초동 1605-3 프랜드호텔,"서울특별시 서초구 효령로 345, 프랜드호텔 (서초동)",6643,주식회사 프렌드호텔,2021.9.23 13:47,U,2021.9.25 2:40,,201846.5868,442752.8887,관광숙박업,관광사업,일반상업지역,5,유흥업소밀집지역,,,근린생활시설,5,2,59,3762,FRIEND HOTEL,TOURIST HOTEL,,,,,,,,3713.77,,,,,,,,,,,,,3714,관광호텔업
2625,관광숙박업,03_11_01_P,3010000,CDFI2260032019000002,2019.3.29,,3,폐업,3,폐업,2021.3.17,,,,02-587-5776,,,서울특별시 중구 남산동2가 43-7,서울특별시 중구 소공로6길 38 (남산동2가),4630,케이 스테이 2,2021.3.17 13:58,U,2021.3.19 2:40,,198614.5502,450677.0473,관광숙박업,,일반주거지역,5,,,,,4,1,20,421,K Stay 2nd,Hostel,0,0,,0,0,,0,420.88,,0,,,,,,,0,,,,421,호스텔업
2626,관광숙박업,03_11_01_P,3590000,CDFI2260031981000001,1981.11.29,,3,폐업,3,폐업,2022.6.7,,,,062-228-8000,,501-835,광주광역시 동구 지산동 20-8,광주광역시 동구 지호로 214-7 (지산동),,신양파크호텔,2022.7.8 8:36,U,2022.7.12 2:40,,194823.2657,183819.2479,관광숙박업,관광사업,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,
2627,관광숙박업,03_11_01_P,3590000,CDFI2260031987000001,1987.5.20,,3,폐업,3,폐업,2012.5.23,,,,223-9111,,501-120,광주광역시 동구 호남동 72-1번지,광주광역시 동구 중앙로160번길 8  (호남동),,리버사이드관광호텔,2012.5.23 11:56,I,2018.8.31 23:59,,192062.5833,183175.4031,관광숙박업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,관광숙박업,03_11_01_P,3590000,CDFI2260031989000001,1989.1.14,,3,폐업,3,폐업,2017.11.14,,,,222-2525,,501-110,광주광역시 동구 황금동 11-4번지,광주광역시 동구 중앙로160번길 13 (황금동),,(주)파레스관광호텔,2017.11.14 16:57,I,2018.8.31 23:59,,192147.8715,183178.8466,관광숙박업,관광사업,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,
2629,관광숙박업,03_11_01_P,3590000,CDFI2260031990000001,1990.5.2,,3,폐업,3,폐업,2016.10.26,,,,525-2111,,501-806,광주광역시 동구 계림동 559-1번지,광주광역시 동구 무등로321번길 2 (계림동),,금수장관광호텔,2016.10.26 16:54,I,2018.8.31 23:59,,192509.6296,184775.1529,관광숙박업,관광사업,,,,,,,,,,,KEUMSOO JANG TOURISM HOTEL,TOURIST HOTEL,,,,,,,,,,,,,,,,,,,,,,
2630,관광숙박업,03_11_01_P,3620000,CDFI2260031986000001,1986.7.11,,3,폐업,3,폐업,2008.1.30,,,,524-0025,,500-856,광주광역시 북구 운암동 65-8번지,광주광역시 북구 북문대로 70  (운암동),,광주프린스호텔,2008.1.30 18:46,I,2018.8.31 23:59,,188894.7383,186468.3706,관광숙박업,관광사업,,7,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,관광숙박업,03_11_01_P,3620000,CDFI2260031988000001,1988.10.29,,3,폐업,3,폐업,2010.7.16,,,,382-2796,,500-827,광주광역시 북구 신안동 120-10번지,광주광역시 북구 중흥로91번길 2  (신안동),,코리아나 관광호텔,2010.7.17 14:59,I,2018.8.31 23:59,,191230.6415,184958.0898,관광숙박업,관광사업,상업지역,9,,,,호텔,7,2,,,,,,,,,,,,4.59,,,,,,,,,,,,,5,
2632,관광숙박업,03_11_01_P,3440000,CDFI2260031988000001,1988.12.13,,3,폐업,3,폐업,2019.8.1,,,,628-1001,,705-817,대구광역시 남구 대명동 1824-2,대구광역시 남구 명덕로 150 (대명동),,(주)이랜드파크 프린스 호텔,2022.3.15 14:54,U,2022.3.17 2:40,,343216.8885,262962.0379,관광숙박업,관광사업,,14,,,,호텔,10,4,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0,관광호텔업
2633,관광숙박업,03_11_01_P,3430000,CDFI2260031989000001,1989.3.11,,3,폐업,3,폐업,2018.4.30,,,,559-2100,,703-803,대구광역시 서구 내당동 245-9번지,대구광역시 서구 서대구로 45 (내당동),,(주)뉴대구호텔,2018.5.15 9:20,I,2018.8.31 23:59,,340481.1647,263539.7328,관광숙박업,관광사업,,,,,,,,,51,8115,NEW  DAEGU HOTEL,Tourist Hotel,,,,,,,,,,,,,,,,,,,,,,관광호텔업
2634,관광숙박업,03_11_01_P,3430000,CDFI2260031998000001,1998.6.10,,3,폐업,3,폐업,2006.6.8,,,,555-3381,,703-811,대구광역시 서구 비산동 63번지,대구광역시 서구 북비산로 360  (비산동),,엠파이어관광호텔,2006.6.8 17:17,I,2018.8.31 23:59,,341937.1393,265463.5855,관광숙박업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,관광숙박업,03_11_01_P,3470000,CDFI2260031990000001,1990.3.27,,3,폐업,3,폐업,2006.11.13,,,,624-4000,,704-910,대구광역시 달서구 두류동 474-5번지,,,아리랑관광호텔,2006.11.13 11:49,I,2018.8.31 23:59,,340762.6707,262805.71,관광숙박업,관광사업,,7,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,관광숙박업,03_11_01_P,3470000,CDFI2260031990000002,1990.5.14,,3,폐업,3,폐업,2006.10.27,,,,629-5501,,704-823,대구광역시 달서구 송현동 200번지,대구광역시 달서구 월배로 446  (송현동),,뉴-삼일관광호텔,2006.10.27 15:48,I,2018.8.31 23:59,,340382.6198,260327.8277,관광숙박업,관광사업,,7,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,관광숙박업,03_11_01_P,3420000,CDFI2260031985000001,1985.11.21,,3,폐업,3,폐업,2013.9.16,,,,756-6601,,701-827,대구광역시 동구 신천동 326-1번지,대구광역시 동구 동부로26길 6 (신천동),701-827,연전개발(주)호텔제이스,2013.9.16 16:51,I,2018.8.31 23:59,,346922.1109,265123.3158,관광숙박업,관광사업,,,,,,,,,,,"YEONJEON DEVELOPMENT Co., Ltd HOTEL J'S",Tourist Hotel,,,,,,,,,,,,,,,,,,,,,,
2638,관광숙박업,03_11_01_P,3420000,CDFI2260031989000001,1989.3.20,,3,폐업,3,폐업,2009.8.13,,,,,,701-823,대구광역시 동구 신천동 45-1번지,대구광역시 동구 동부로 75  (신천동),,황실호텔,2009.8.13 9:32,I,2018.8.31 23:59,,346269.2262,265138.82,관광숙박업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,관광숙박업,03_11_01_P,3420000,CDFI2260031989000002,1989.7.1,,3,폐업,3,폐업,2018.1.3,,,,053-982-0801,,701-440,대구광역시 동구 용수동 59-1번지,대구광역시 동구 팔공산로185길 47 (용수동),701-440,(주)뉴힐사이드 호텔,2018.1.3 18:35,I,2018.8.31 23:59,,352652.333,278080.7616,관광숙박업,관광사업,,,,,,,4,1,,5791,Hillside Tourist Hotel,Tourist Hotel,,,,,,,,5790.88,,,,,,,,,,,,,5791,
2640,관광숙박업,03_11_01_P,3420000,CDFI2260031992000001,1992.4.9,,3,폐업,3,폐업,2010.6.1,,,,053-755-3001,,701-828,대구광역시 동구 신천동 330-6번지,대구광역시 동구 동부로30길 12  (신천동),,(주)구일 대구크라운관광호텔,2010.6.1 13:49,I,2018.8.31 23:59,,347004.1989,265224.5132,관광숙박업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,관광숙박업,03_11_01_P,3420000,CDFI2260032003000001,2003.5.12,,3,폐업,3,폐업,2007.2.22,,,,,,701-050,대구광역시 동구 입석동 1006-34번지,대구광역시 동구 해동로 119  (입석동),,동방호텔,2007.2.22 15:14,I,2018.8.31 23:59,,348302.0741,266764.7122,관광숙박업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,관광숙박업,03_11_01_P,3460000,CDFI2260031983000001,1983.2.10,,3,폐업,3,폐업,2012.1.2,,,,,,706-820,대구광역시 수성구 범어동 177-7번지,대구광역시 수성구 달구벌대로 2421  (범어동),,뉴영남관광호텔,2012.1.2 15:40,I,2018.8.31 23:59,,346946.3707,263395.2245,관광숙박업,관광사업,,,,,,,,,,,,,,,,,,,,6314,,,,,,,,,,,,,6314,
2643,관광숙박업,03_11_01_P,3460000,CDFI2260031990000001,1990.12.19,,3,폐업,3,폐업,2007.1.18,,,,,,706-853,대구광역시 수성구 황금동 847-1번지,대구광역시 수성구 동대구로 115  (황금동),,황금관광호텔,2007.1.18 17:34,I,2018.8.31 23:59,,346622.9024,261277.783,관광숙박업,관광사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,관광숙박업,03_11_01_P,3410000,CDFI2260031975000001,1975.3.4,,3,폐업,3,폐업,2008.3.26,,,,(053)252-4101,,700-192,대구광역시 중구 종로2가 23번지,대구광역시 중구 종로 37  (종로2가),,쎈추럴관광호텔,2008.3.26 19:18,I,2018.8.31 23:59,,343650.7752,264390.7493,관광숙박업,관광사업,중심상업지역,7,,,,숙박시설,6,1,,,,,,,,,,,,3782,,,,,,,,,,,,,3782,
2645,관광숙박업,03_11_01_P,3410000,CDFI2260031986000001,1986.1.25,,3,폐업,3,폐업,2011.11.24,,,,(053)252-6001,,700-210,대구광역시 중구 하서동 28-1번지,대구광역시 중구 국채보상로 525  (하서동),,영진아미고호텔(주),2011.11.29 16:28,I,2018.8.31 23:59,,343354.5261,264528.3276,관광숙박업,관광사업,중심상업지역,21,,,,숙박시설,19,2,,,,,,,,,,,,18543.56,,,,,,,,,,,,,18544,
2646,관광숙박업,03_11_01_P,3410000,CDFI2260032016000001,2016.5.13,,3,폐업,3,폐업,2017.11.29,,,,,,,대구광역시 중구 교동 46-17번지,대구광역시 중구 교동4길 16 (교동),41910,쿼츠호스텔,2018.7.31 15:55,I,2018.8.31 23:59,,344364.8196,264864.1738,관광숙박업,,중심상업지역,2,,,,숙박시설,2,,2,,Quartz Hostel,Hostel,,,,,,,,106.98,,,,,,,,,,,,,107,호스텔업
2647,관광숙박업,03_11_01_P,3410000,CDFI2260032017000001,2017.6.20,,3,폐업,3,폐업,2017.10.10,,,,053 257 9898,,,대구광역시 중구 동일동 27번지,대구광역시 중구 중앙대로81길 13 (동일동),41935,2월호텔 동성로점,2017.10.10 16:50,I,2018.8.31 23:59,,343783.0384,264433.9823,관광숙박업,,,13,,,,,11,2,,,HOTEL FEBRUARY DONGSUNGRO,HOTEL,,,,,,,,4894,,,,,,,,,20000000000,,,,4894,관광호텔업
