번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),법인구분명,구분명
2416,무료직업소개소,11_50_01_P,3130000,2.00331E+18,2003.1.22,,3,폐업,40,폐업,,,,,,,,서울특별시 강남구 압구정동 490호 20통 3반 한양아파트 5 1105,"서울특별시 강남구 압구정로 321, 5동 1105호 (압구정동,한양아파트)",,KARP인재센터,2004.11.10 11:19,I,2018.8.31 23:59,,203359.9667,447564.0625,개인,무료
2417,무료직업소개소,11_50_01_P,3130000,2.00731E+18,2007.4.10,,3,폐업,40,폐업,2008.7.15,,,,,,121-850,서울특별시 마포구 성산2동 595번지,"서울특별시 마포구 월드컵로 215, 3층 (성산동, 이대성산종합사회복지관 )",121-850,이대성산무료 취업알선센터,2012.1.17 15:45,I,2018.8.31 23:59,,191197.3579,451340.1392,개인,무료
2418,무료직업소개소,11_50_01_P,3130000,2.00731E+18,2007.5.25,,3,폐업,40,폐업,2014.7.18,,,,226334459,,121-805,서울특별시 마포구 공덕동 370번지 4호,서울특별시 마포구 백범로31길 21 (공덕동),121-757,(사)노정회,2014.7.18 10:24,I,2018.8.31 23:59,,195509.5801,449388.2692,법인,무료
2419,무료직업소개소,11_50_01_P,3130000,2.00731E+18,2007.5.29,,3,폐업,40,폐업,2015.2.27,,,,051 555 1944,,607-010,부산광역시 동래구 명륜동 596번지 3호,부산광역시 동래구 충렬대로237번길 139 (명륜동),,(사) 노정회 부산지회,2015.2.27 17:19,I,2018.8.31 23:59,,389555.7368,191743.331,법인,무료
2420,무료직업소개소,11_50_01_P,3150000,2.01032E+18,2010.3.3,,3,폐업,40,폐업,2012.10.29,,,,,,157-861,서울특별시 강서구 염창동 240번지 21호 우림블루나인 A동 906호,"서울특별시 강서구 양천로 583, A동 906호 (염창동,우림블루나인)",,사단법인 한국선진물류정책연구원,2012.10.29 14:32,I,2018.8.31 23:59,,187952.56,450562.0202,법인,무료
2421,무료직업소개소,11_50_01_P,3150000,2.01232E+18,2012.2.27,,3,폐업,40,폐업,2019.11.27,,,,226588800,,,서울특별시 강서구 등촌3동 690번지,서울특별시 강서구 공항대로39길 59 (등촌동),157-930,사회복지법인 훼미피아(등촌4종합사회복지관),2019.11.29 13:09,U,2019.12.1 2:40,,186087.2183,451044.0989,법인,무료
2422,무료직업소개소,11_50_01_P,3150000,2.01432E+18,2014.2.25,,3,폐업,40,폐업,2019.12.9,,,,02  26027888,,,,서울특별시 강서구 화곡로 164 (화곡동),157-925,(사)한국사회문화예술진흥원 서울시지회,2019.12.9 11:15,U,2019.12.11 2:40,,185780.3347,448789.4947,법인,무료
2423,무료직업소개소,11_50_01_P,3080000,2.00131E+18,2001.12.6,,3,폐업,40,폐업,2016.4.26,,,,02  980 4807,,,,서울특별시 강북구 삼양로35길 34 (미아동),142-100,서울실업자사업단강북지부,2016.5.2 13:37,I,2018.8.31 23:59,,201597.3604,457575.674,법인,무료
2424,무료직업소개소,11_50_01_P,3080000,2.00631E+18,2006.2.17,,3,폐업,40,폐업,2019.7.3,,,,02  990 0872,,,서울특별시 성동구 성수2가3동 289번지 20호,서울특별시 성동구 아차산로7길 21 (성수동2가),,서울농아인협회,2019.7.4 17:44,U,2019.7.6 2:40,,204764.6581,449437.6283,법인,무료
2425,무료직업소개소,11_50_01_P,3130000,2.01431E+18,2014.3.4,,3,폐업,40,폐업,2017.8.25,,,,02 7184331,,121-706,공덕동 456번지 르네상스빌딩 1109호,"서울특별시 마포구 만리재로 14, 1109호 (공덕동, 르네상스빌딩)",121-706,가온장애인자립생활센터,2017.8.25 9:52,I,2018.8.31 23:59,,195766.5881,449083.3069,법인,무료
2426,무료직업소개소,11_50_01_P,3080000,2.00831E+18,2008.2.26,,3,폐업,40,폐업,2010.5.7,,,,29087776,,142-060,서울특별시 강북구 번동 446번지 13호 가든타워 906,"서울특별시 강북구 도봉로 328 (번동,가든타워 906)",,강북장애인 자립센터,2010.5.7 11:23,I,2018.8.31 23:59,,202155.4013,459411.9409,법인,무료
2427,무료직업소개소,11_50_01_P,3080000,2.00831E+18,2008.4.15,,3,폐업,40,폐업,2016.4.4,,,,02  989 4215,,142-062,서울특별시 강북구 번동 306번지 12호,서울특별시 강북구 오현로 189 (번동),,강북장애인종합복지관 직업재활센터,2016.4.6 11:23,I,2018.8.31 23:59,,203376.4917,458494.2132,개인,무료
2428,무료직업소개소,11_50_01_P,3080000,2.01131E+18,2011.2.15,,3,폐업,40,폐업,2018.8.28,,,,02  69257444,,,경기도 광명시 소하동 1291번지 광명시노인종합복지관,"경기도 광명시 소하로 25 (소하동, 광명시노인종합복지관)",14315,사회복지법인 한기장복지재단 광명시노인종합복지관,2018.8.28 9:58,I,2018.8.31 23:59,,189750.5311,438902.187,법인,무료
2429,무료직업소개소,11_50_01_P,3150000,2.00232E+18,2000.11.14,,3,폐업,40,폐업,,,,,,,,서울특별시 강남구 개포동 141호 37통 5반 주공아파트 106 404,"서울특별시 강남구 선릉로 7, 106동 404호 (개포동,주공아파트)",,기쁜우리복지관,2006.6.20 10:39,I,2018.8.31 23:59,,205373.3711,441814.6029,법인,무료
2430,무료직업소개소,11_50_01_P,3150000,2.00232E+18,2000.6.21,,3,폐업,40,폐업,2020.7.28,,,,226043917,,,서울특별시 강서구 가양동,서울특별시 강서구 허준로 95-9 (가양동),157-807,(사)장애인기업협회,2020.7.28 14:19,U,2020.7.30 2:40,,186837.3601,451692.3966,법인,무료
2431,무료직업소개소,11_50_01_P,3150000,2.00232E+18,1997.3.5,,3,폐업,40,폐업,,,,,,,,서울특별시 강서구 화곡동 1091호 20통 2반 화곡대우그랜드월드아파트 135 602,"서울특별시 강서구 화곡로13길 107, 135동 602호 (화곡동,화곡대우그랜드월드아파트)",,강서고령자 취업알선센타,2003.8.26 13:01,I,2018.8.31 23:59,,185034.347,449164.9725,법인,무료
2432,무료직업소개소,11_50_01_P,3150000,2.00332E+18,2003.8.7,,3,폐업,40,폐업,2018.12.14,,,,,,,서울특별시 용산구 원효로3가 252번지 9호 7통 2반,서울특별시 용산구 원효로31길 12-11 (원효로3가),,(사)한국장애인기업협회서울시지부,2018.12.14 12:56,U,2018.12.16 2:40,,196023.3472,447906.2468,법인,무료
2433,무료직업소개소,11_50_01_P,3130000,2.00931E+18,2009.2.24,,3,폐업,40,폐업,2011.1.12,,,,032 432 2337,,403-847,인천광역시 부평구 십정1동 357번지 7호,인천광역시 부평구 백범로 533 (십정동),403-847,한국소상공인연합회인천시지부,2012.1.6 15:39,I,2018.8.31 23:59,,172768.5866,441116.6252,법인,무료
2434,무료직업소개소,11_50_01_P,3130000,2.01031E+18,2010.7.23,,3,폐업,40,폐업,2018.5.1,,,,232752986,,121-728,서울특별시 마포구 도화동 292번지 20호 도원빌딩  10층,"서울특별시 마포대로 34, 10층 (도원빌딩)",121-728,(사) 한국중견기업연합회,2018.5.28 10:26,I,2018.8.31 23:59,,195174.1035,448554.539,법인,무료
2435,무료직업소개소,11_50_01_P,3160000,2.01432E+18,2014.2.6,,3,폐업,40,폐업,2021.4.9,,,,7048705710,,,서울특별시 구로구 구로동 551번지 109호 601호,"서울특별시 구로구 구로중앙로34길 33-4, 601호 (구로동, 영림빌딩)",8292,고용복지거버넌스협회,2021.4.15 17:26,U,2021.4.17 2:40,,189729.163,444315.345,법인,무료
2436,무료직업소개소,11_50_01_P,3160000,2.01432E+18,2014.3.31,,3,폐업,40,폐업,2014.11.6,,,,02  20257710,,,,"서울특별시 구로구 디지털로33길 11, 506호 (구로동, 에이스테크노8차)",152-780,사단법인 원아시아클럽서울,2014.11.7 9:18,I,2018.8.31 23:59,,190688.7475,442618.7857,법인,무료
2437,무료직업소개소,11_50_01_P,3130000,2.01731E+18,2017.1.17,,3,폐업,40,폐업,2022.6.10,,,,070 71321951,,,서울특별시 마포구 노고산동 107번지 1호,"서울특별시 마포구 서강로 144, 10층 (노고산동)",4100,사단법인 한국근로청소년능력개발원,2022.6.13 15:59,U,2022.6.16 2:40,,194326.3796,450246.9798,법인,무료
2438,무료직업소개소,11_50_01_P,3130000,2.01731E+18,2017.12.1,,3,폐업,40,폐업,2020.2.17,,,,02  69293240,,,서울특별시 마포구 창전동 6번지 120호 목원빌딩,"서울특별시 마포구 와우산로26길 9-32, 6층 (창전동)",4059,사단법인 한국제안활동협회,2020.2.17 13:15,U,2020.2.19 2:40,,193576.2696,450090.2517,법인,무료
2439,무료직업소개소,11_50_01_P,3080000,2.00731E+18,2007.3.27,,3,폐업,40,폐업,2017.3.24,,,,02  908 7776,,,서울특별시 강북구 수유동 1번지 3호 25통 1반   203,"서울특별시 강북구 노해로7가길 5, 203호 (수유동)",,강북장애인자립생활센터,2017.3.24 16:31,I,2018.8.31 23:59,,201849.3592,459464.1775,법인,무료
2440,무료직업소개소,11_50_01_P,3080000,2.00731E+18,2007.5.16,,3,폐업,40,폐업,2019.7.4,,,,,,,서울특별시 강북구 미아동 7번지 9호 14통 2반,서울특별시 강북구 오패산로28길 5-17 (미아동),,사회복지법인 정훈복지회,2019.7.4 15:49,U,2019.7.6 2:40,,203035.5301,456793.6932,법인,무료
2441,무료직업소개소,11_50_01_P,3160000,2.01132E+18,2011.6.23,,3,폐업,40,폐업,2022.2.22,,,,02  838 8682,,,서울특별시 구로구 구로동 97번지 3호,서울특별시 구로구 가마산로 282 (구로동),152-841,(사)대한간호조무사협회,2022.3.23 13:16,U,2022.3.25 2:40,,190352.1851,443799.9181,법인,무료
2442,무료직업소개소,11_50_01_P,3160000,2.01232E+18,2012.1.31,,3,폐업,40,폐업,2020.9.10,,,,02  867 0516,,,서울특별시 구로구 구로2동 409번지 54호,서울특별시 구로구 구로동로35가길 10-3 (구로동),152-853,서울구로삶터지역자활센터,2020.9.10 16:57,U,2020.9.12 2:40,,189501.3474,443585.4268,법인,무료
2443,무료직업소개소,11_50_01_P,3160000,2.01232E+18,2011.1.3,,3,폐업,40,폐업,2013.11.8,,,,16617512,,152-862,서울특별시 구로구 구로5동 551번지 109호 6층,"서울특별시 구로구 구로중앙로34길 33-4, 6층 (구로동)",152-862,지역고용인적자원개발협회,2014.1.6 11:29,I,2018.8.31 23:59,,189729.163,444315.345,법인,무료
2444,무료직업소개소,11_50_01_P,3160000,2.00432E+18,2004.8.9,,3,폐업,40,폐업,,,,,,,,서울특별시 영등포구 신길동 2011호 18통 10반,서울특별시 영등포구 가마산로80가길 26 (신길동),,사)한국자활후견기관서울지부무료직업소개소,2006.1.18 18:06,I,2018.8.31 23:59,,,,법인,무료
2445,무료직업소개소,11_50_01_P,3160000,2.00732E+18,2007.3.21,,3,폐업,40,폐업,2008.4.16,,,,,,,서울특별시 동작구 신대방동 565호 우성 2 1703,"서울특별시 동작구 여의대방로 22, 2동 1703호 (신대방동,우성)",,(재)경영기술개발원,2008.4.24 15:38,I,2018.8.31 23:59,,192113.2006,443344.3735,법인,무료
2446,무료직업소개소,11_50_01_P,3160000,2.00832E+18,2007.12.21,,3,폐업,40,폐업,2020.9.10,,,,02  838 5660,,,서울특별시 구로구 구로4동 136번지 83호,"서울특별시 구로구 구로중앙로 26, 3층 (구로동)",152-846,서울구로지역자활센터,2020.9.10 14:40,U,2020.9.12 2:40,,190333.484,443366.862,법인,무료
2447,무료직업소개소,11_50_01_P,3160000,2.00932E+18,2009.2.10,,3,폐업,40,폐업,2011.12.15,,,,8576300,,152-050,서울특별시 구로구 구로동 551번지 109호,서울특별시 구로구 구로중앙로34길 33-4 (구로동),,(재)경영기술개발원 직업소개소,2011.12.15 15:53,I,2018.8.31 23:59,,189729.163,444315.345,법인,무료
2448,무료직업소개소,11_50_01_P,3160000,2.01332E+18,2013.11.8,,3,폐업,40,폐업,2014.1.6,,,,,,,,서울특별시 구로구 구로중앙로34길 33-4 (구로동),152-862,지역고용HRD협회,2014.1.6 9:42,I,2018.8.31 23:59,,189729.163,444315.345,법인,무료
2449,무료직업소개소,11_50_01_P,3160000,2.01432E+18,2014.1.13,,3,폐업,40,폐업,2016.11.22,,,,02  63006556,,,,"서울특별시 구로구 디지털로32길 29, 201호 (구로동, 키콕스벤처)",152-759,서울디지털산업단지경영자협의회,2016.11.22 14:35,I,2018.8.31 23:59,,190847.6139,442507.7489,법인,무료
2450,무료직업소개소,11_50_01_P,3190000,2.00732E+18,2007.5.21,,3,폐업,40,폐업,2009.2.27,,,,,,,서울특별시 영등포구 신길동 568호,,,장애여성인력개발센터,2009.2.27 13:04,I,2018.8.31 23:59,,192838.7894,444378.4128,개인,무료
2451,무료직업소개소,11_50_01_P,3190000,2.00932E+18,2009.2.16,,3,폐업,40,폐업,2013.9.13,,,,208246011,,156-031,서울특별시 동작구 상도1동 456번지,서울특별시 동작구 등용로 38 (상도동),156-031,상도고령자취업상담소,2013.9.17 11:14,I,2018.8.31 23:59,,194178.8506,444852.4418,법인,무료
2452,무료직업소개소,11_50_01_P,3190000,2.01232E+18,2012.8.8,,3,폐업,40,폐업,2016.2.15,,,,02  817 8052,,156-051,서울특별시 동작구 노량진1동 16번지 3호 본동종합사회복지관,서울특별시 동작구 노량진로32길 79 (본동),156-060,본동종합사회복지관 노인일자리사업,2016.2.16 19:58,I,2018.8.31 23:59,,194432.4849,445763.963,법인,무료
2453,무료직업소개소,11_50_01_P,3190000,2.01332E+18,2013.9.26,,3,폐업,40,폐업,2020.5.26,,,,5998163,,,,서울특별시 동작구 동작대로27다길 26 (사당동),156-816,(사)한국녹색디자인개발협회,2020.5.27 13:19,U,2020.5.29 2:40,,198181.9469,442684.3355,법인,무료
2454,무료직업소개소,11_50_01_P,3190000,2.01432E+18,2014.1.6,,3,폐업,40,폐업,2020.5.26,,,,070 43347951,,,서울특별시 동작구 사당동 138번지 3호 B1호,서울특별시 동작구 동작대로27다길 26 (사당동),156-816,지역고용인적자원개발협회,2020.5.27 13:21,U,2020.5.29 2:40,,198181.9469,442684.3355,개인,무료
2455,무료직업소개소,11_50_01_P,3190000,2.01632E+18,2016.8.5,,3,폐업,40,폐업,2022.5.19,,,,208178081,,,서울특별시 동작구 사당동 1033번지 22호,서울특별시 동작구 동작대로7길 36 (사당동),7015,한국씨니어연합,2022.5.24 10:50,U,2022.5.26 2:40,,198158.4814,441888.1411,법인,무료
2456,무료직업소개소,11_50_01_P,3190000,1.99832E+18,2009.1.8,,3,폐업,40,폐업,2022.12.31,,,,02  814 8114,,,서울특별시 동작구 대방동 5번지 1호,서울특별시 동작구 등용로 47 (대방동),156-807,동작종합사회복지관 고령자인재은행,2023.1.4 17:51,U,2023.1.6 2:40,,194040.7339,444835.7965,법인,무료
2457,무료직업소개소,11_50_01_P,3190000,1.99932E+18,1999.5.12,,3,폐업,40,폐업,,,,,,,,서울특별시 송파구 잠실동 86호 19통 5반 아시아선수촌아파트 11 401,"서울특별시 송파구 올림픽로4길 15, 11동 401호 (잠실동,아시아선수촌아파트)",,대한전문건설협회서울특별시지회무료직업소개소,2006.3.9 15:56,I,2018.8.31 23:59,,206707.0939,445094.4536,법인,무료
2458,무료직업소개소,11_50_01_P,3190000,2.00032E+18,2000.12.15,,3,폐업,40,폐업,2014.8.26,,,,02  823 7430,,,서울특별시 동작구 상도동 211번지 121호 31통 6반,서울특별시 동작구 양녕로30길 19-4 (상도동),156-841,서울삼성,2014.8.26 18:09,I,2018.8.31 23:59,,195212.9015,444108.365,법인,무료
2459,무료직업소개소,11_50_01_P,3190000,2.00232E+18,2002.6.17,,3,폐업,40,폐업,,,,,,,,서울특별시 동작구 대방동 32호,,,장애인실업자대책협의회,2006.3.15 15:44,I,2018.8.31 23:59,,,,개인,무료
2460,무료직업소개소,11_50_01_P,3240000,2.00232E+18,2002.12.5,,3,폐업,40,폐업,,,,,,,,경기도 광주시 실촌읍 건업리 44번지 1호,,,강동송파실업자종합지원센터,2004.7.14 16:59,I,2018.8.31 23:59,,,,개인,무료
2461,무료직업소개소,11_50_01_P,3240000,2.00332E+18,2006.7.31,,3,폐업,40,폐업,2014.11.26,,,,02  442 0374,,,서울특별시 광진구 자양동 호 현대아파트 302동 1510호,,,시립강동노인종합복지관고령자취업알선센터,2014.11.26 14:19,I,2018.8.31 23:59,,,,법인,무료
2462,무료직업소개소,11_50_01_P,3240000,2.00832E+18,2008.4.11,,3,폐업,40,폐업,2018.4.5,,,,02  440 5811,,,서울특별시 강동구 고덕동 317번지 24호 서울장애인종합복지관,"서울특별시 강동구 고덕로 201, 서울장애인종합복지관 (고덕동)",5235,재단법인영원한도움의성모회서울장애인종합복지관무료직업소개소,2018.4.5 17:42,I,2018.8.31 23:59,,213038.8552,450373.4835,법인,무료
2463,무료직업소개소,11_50_01_P,3100000,2.00731E+18,2007.12.3,,3,폐업,40,폐업,2019.12.5,,,,9416594,,,서울특별시 노원구 공릉동 584번지 10호 연세빌딩,"서울특별시 노원구 동일로178길 19-38, 연세빌딩 302,402호 (공릉동)",1848,노원남부무료직업소개소,2019.12.5 16:07,U,2019.12.7 2:40,,206614.3272,457756.5657,법인,무료
2464,무료직업소개소,11_50_01_P,3100000,2.00731E+18,2007.12.6,,3,폐업,40,폐업,2013.5.15,,,,9393538,,139-200,서울특별시 노원구 상계동 404번지 7호,서울특별시 노원구 한글비석로47길 99-3 (상계동),,노원나눔무료직업소개소,2013.5.15 17:35,I,2018.8.31 23:59,,205759.0877,461918.4344,법인,무료
2465,무료직업소개소,11_50_01_P,3100000,2.01031E+18,2010.11.17,,3,폐업,40,폐업,2013.9.5,,,,20924832,,139-207,서울특별시 노원구 상계6.7동 771번지,서울특별시 노원구 덕릉로70가길 92 (상계동),139-831,상계취업지원센터,2013.9.11 9:16,I,2018.8.31 23:59,,204940.0894,459998.3149,법인,무료
2466,무료직업소개소,11_50_01_P,3100000,2.01231E+18,2012.12.21,,3,폐업,40,폐업,2015.8.24,,,,209446032,,,,서울특별시 노원구 공릉로 232 (공릉동),139-743,노원비즈플라자,2015.8.25 15:35,I,2018.8.31 23:59,,206981.4541,458960.4714,법인,무료
2467,무료직업소개소,11_50_01_P,3240000,2.01032E+18,2010.12.28,,3,폐업,40,폐업,2012.12.12,,,,070 86688176,,134-830,서울특별시 강동구 명일1동 306번지 7호   503호,서울특별시 강동구 양재대로 1657-11 (명일동),134-830,사단법인 한국아이티인재개발협회,2012.12.12 17:51,I,2018.8.31 23:59,,212603.195,450135.0087,법인,무료
2468,무료직업소개소,11_50_01_P,3240000,2.01432E+18,2014.7.11,,3,폐업,40,폐업,2020.12.17,,,,02  20417800,,,,서울특별시 진황도로23길 7-0,134-871,사회복지법인 기아대책 강동종합사회복지관 무료직업소개소,2020.12.21 17:05,U,2020.12.23 2:40,,,,법인,무료
2469,무료직업소개소,11_50_01_P,3240000,2.01432E+18,2014.12.12,,3,폐업,40,폐업,2016.2.17,,,,24420374,,,,서울특별시 강동구 동남로71길 32-5 (명일동),134-825,사회복지법인 이랜드복지재단,2016.2.18 9:37,I,2018.8.31 23:59,,213562.8796,450018.4694,법인,무료
2470,무료직업소개소,11_50_01_P,3240000,1.99232E+18,1992.6.30,,3,폐업,40,폐업,,,,,,,,서울특별시 강동구 천호동 26번지 18호 2통 4반 명진보육원,,,사회복지법인성암복지재단 강동종합사회복지관 무료직업소개소,2002.12.28 16:18,I,2018.8.31 23:59,,212535.55,449601.8449,법인,무료
2471,무료직업소개소,11_50_01_P,3240000,1.99832E+18,1998.9.5,,3,폐업,40,폐업,2018.5.8,,,,02  478 2555,,134-849,서울특별시 강동구 성내2동 508번지 1호,,,사회복지법인 대한사회복지개발원 성내종합사회복지관 무료직업,2018.5.8 10:21,I,2018.8.31 23:59,,211364.8537,447783.7659,법인,무료
