일반명코드,제형구분코드,제형,일반명,분류번호,투여,함량,단위
E10400ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,0.1,g
E10400ATB,TB,"정제,저작정",riboflavin,319,내복,0.1,g
E10400ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,9.23,mg
E10400ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,80,mg
E10400ATB,TB,"정제,저작정",ubidecarenone,319,내복,10,mg
E10400ATB,TB,"정제,저작정",ursodeoxycholic acid,319,내복,10,mg
E10400ATB,TB,"정제,저작정",zinc oxide,319,내복,31.2,mg
E10400ATB,TB,"정제,저작정",γ-oryzanol,319,내복,10,mg
E10500CLT,LT,로션제,L-menthol,264,외용,4.8,g(60mg/g(mL))
E10500CLT,LT,로션제,methyl salicylate,264,외용,16,g(0.2g/g(mL))
E10600CLT,LT,로션제,L-menthol,264,외용,6,g(60mg/g(mL))
E10600CLT,LT,로션제,methyl salicylate,264,외용,20,g(0.2g/g(mL))
E10700ASY,SY,"시럽제,건조시럽",chlorpheniramine maleate,132,내복,1,mg(0.2mg/mL)
E10700ASY,SY,"시럽제,건조시럽",pseudoephedrine hydrochloride,132,내복,15,mg(3mg/mL)
E10800ACS,CS,연질캡슐제,chlorpheniramine maleate,222,내복,2,mg
E10800ACS,CS,연질캡슐제,dextromethorphan hydrobromide hydrate,222,내복,10,mg
E10800ACS,CS,연질캡슐제,dl-methylephedrine,222,내복,12.5,mg
E10800ACS,CS,연질캡슐제,guaifenesin,222,내복,41.6,mg
E10900ASY,SY,"시럽제,건조시럽",acetaminophen,114,내복,0.15,g
E10900ASY,SY,"시럽제,건조시럽",diphenhydramine hydrochloride,114,내복,9.375,mg
E10900ASY,SY,"시럽제,건조시럽",dl-methylephedrine,114,내복,9.375,mg
E10900ASY,SY,"시럽제,건조시럽",guaifenesin,114,내복,31.25,mg
E11000ACS,CS,연질캡슐제,acetaminophen,114,내복,0.2,g
E11000ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
E11000ACS,CS,연질캡슐제,dextromethorphan hydrobromide hydrate,114,내복,8,mg
E11000ACS,CS,연질캡슐제,dl-methylephedrine,114,내복,12.5,mg
E11000ACS,CS,연질캡슐제,guaifenesin,114,내복,41.6,mg
E11000ACS,CS,연질캡슐제,pseudoephedrine hydrochloride,114,내복,14,mg
E11100ACS,CS,연질캡슐제,cholecalciferol,319,내복,500,I.U
E11100ACS,CS,연질캡슐제,cyanocobalamin(1000倍散),319,내복,50,mg
E11100ACS,CS,연질캡슐제,nicotinamide,319,내복,50,mg
E11100ACS,CS,연질캡슐제,pyridoxine hydrochloride,319,내복,50,mg
E11100ACS,CS,연질캡슐제,riboflavin,319,내복,50,mg
E11100ACS,CS,연질캡슐제,thiamine nitrate,319,내복,50,mg
E11100ACS,CS,연질캡슐제,zinc oxide,319,내복,30,mg
E11200ASY,SY,"시럽제,건조시럽",ascorbic acid,319,내복,0.9,g(7.5mg/mL)
E11200ASY,SY,"시럽제,건조시럽",cholecalciferol concentrated(oily form),319,내복,9.6,KI.U(80I.U/mL)
E11200ASY,SY,"시럽제,건조시럽",d-biotin,319,내복,0.6,mg(5μg/mL)
E11200ASY,SY,"시럽제,건조시럽",dexpanthenol,319,내복,60,mg(0.5mg/mL)
E11200ASY,SY,"시럽제,건조시럽",nicotinamide,319,내복,0.3,g(2.5mg/mL)
E11200ASY,SY,"시럽제,건조시럽",pyridoxine hydrochloride,319,내복,18,mg(0.15mg/mL)
E11200ASY,SY,"시럽제,건조시럽",retinol palmitate,319,내복,24,KI.U(200I.U/mL)
E11200ASY,SY,"시럽제,건조시럽",riboflavin sodium phosphate,319,내복,60,mg(0.5mg/mL)
E11200ASY,SY,"시럽제,건조시럽",thiamine hydrochloride,319,내복,60,mg(0.5mg/mL)
E11200ASY,SY,"시럽제,건조시럽",tocopherol acetate,319,내복,0.12,g(1mg/mL)
E11300ATB,TB,"정제,저작정",anhydrous dibasic calcium phosphate,319,내복,30,mg
E11300ATB,TB,"정제,저작정",ascorbic acid 97% granule,319,내복,0.10309,g
E11300ATB,TB,"정제,저작정",benfotiamine,319,내복,0.1,g
E11300ATB,TB,"정제,저작정",beta carotene 20% granule,319,내복,18.5,mg
E11300ATB,TB,"정제,저작정",biotin,319,내복,0.25,mg
E11300ATB,TB,"정제,저작정",calcium pantothenate,319,내복,0.1,g
E11300ATB,TB,"정제,저작정",cyanocobalamin(1000倍散),319,내복,0.1,g
E11300ATB,TB,"정제,저작정",folic acid,319,내복,0.2,mg
E11300ATB,TB,"정제,저작정",magnessium oxide,319,내복,49.75,mg
E11300ATB,TB,"정제,저작정",nicotinamide,319,내복,0.1,g
E11300ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,0.1,g
E11300ATB,TB,"정제,저작정",riboflavin,319,내복,0.1,g
E11300ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,23.21,mg
E11300ATB,TB,"정제,저작정",ubidecarenone 10%,319,내복,50,mg
E11300ATB,TB,"정제,저작정",ursodeoxycholic acid,319,내복,15,mg
E11300ATB,TB,"정제,저작정",zinc oxide,319,내복,31.12,mg
E11400ATB,TB,"정제,저작정",ascorbic acid coated,319,내복,0.2577,g
E11400ATB,TB,"정제,저작정",benfotiamine,319,내복,25,mg
E11400ATB,TB,"정제,저작정",biotin,319,내복,0.25,mg
E11400ATB,TB,"정제,저작정",calcium pantothenate,319,내복,0.1,g
E11400ATB,TB,"정제,저작정",cholecalciferol granule,319,내복,5,mg
E11400ATB,TB,"정제,저작정",folic acid,319,내복,0.2,mg
E11400ATB,TB,"정제,저작정",hydroxocobalamin acetate,319,내복,50,μg
E11400ATB,TB,"정제,저작정",inositol,319,내복,25,mg
E11400ATB,TB,"정제,저작정",L-cysteine,319,내복,60,mg
E11400ATB,TB,"정제,저작정",magnessium oxide,319,내복,50,mg
E11400ATB,TB,"정제,저작정",nicotinamide,319,내복,25,mg
E11400ATB,TB,"정제,저작정",phytonadione 5%,319,내복,0.6,mg
E11400ATB,TB,"정제,저작정",pyridoxal phosphate hydrate,319,내복,5,mg
E11400ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,20,mg
E11400ATB,TB,"정제,저작정",riboflavin,319,내복,20,mg
E11400ATB,TB,"정제,저작정",riboflavin butyrate,319,내복,5,mg
E11400ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,25,mg
E11400ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,20,mg
E11400ATB,TB,"정제,저작정",ubidecarenone,319,내복,5,mg
E11400ATB,TB,"정제,저작정",ursodeoxycholic acid,319,내복,10,mg
E11400ATB,TB,"정제,저작정",zinc oxide,319,내복,15,mg
E11400ATB,TB,"정제,저작정",γ-oryzanol,319,내복,3,mg
E11500ACS,CS,연질캡슐제,acetaminophen,114,내복,0.15,g
E11500ACS,CS,연질캡슐제,ethenzamide,114,내복,0.1,g
E11600CCM,CM,"크림제,겔제,젤리",acyclovir,269,외용,0.25,g(50mg/g)
E11600CCM,CM,"크림제,겔제,젤리",hydrocortisone,269,외용,50,mg(10mg/g)
E11700ACS,CS,연질캡슐제,acetaminophen,114,내복,0.255,g
E11700ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,2.5,mg
E11700ACS,CS,연질캡슐제,pseudoephedrine hydrochloride,114,내복,27,mg
E11800ACS,CS,연질캡슐제,acetaminophen,114,내복,0.248,g
E11800ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,2.5,mg
E11800ACS,CS,연질캡슐제,pseudoephedrine hydrochloride,114,내복,27,mg
E11900ACS,CS,연질캡슐제,acetaminophen,114,내복,0.2,g
E11900ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
E11900ACS,CS,연질캡슐제,pseudoephedrine hydrochloride,114,내복,14,mg
E12000ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,2.5,mg
E12000ACS,CS,연질캡슐제,dextromethorphan hydrobromide ,114,내복,15,mg
E12000ACS,CS,연질캡슐제,dl-methylephedrine,114,내복,25,mg
E12000ACS,CS,연질캡슐제,guaifenesin,114,내복,80,mg
E12100ACS,CS,연질캡슐제,acetaminophen,114,내복,0.18,g
E12100ACS,CS,연질캡슐제,brompheniramine maleate,114,내복,2.66,mg
E12100ACS,CS,연질캡슐제,pseudoephedrine hydrochloride,114,내복,15,mg
E12100ACS,CS,연질캡슐제,riboflavin,114,내복,2,mg
E12200CLQ,LQ,액제,L-menthol,267,외용,0.18,g(3mg/mL)
E12200CLQ,LQ,액제,minoxidil,267,외용,3,g(50mg/mL)
E12200CLQ,LQ,액제,pyridoxine hydrochloride,267,외용,30,mg(0.5mg/mL)
E12200CLQ,LQ,액제,tocopherol acetate,267,외용,48,mg(0.8mg/mL)
E12300ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,2.5,mg
E12300ACS,CS,연질캡슐제,dextromethorphan hydrobromide ,114,내복,16,mg
E12300ACS,CS,연질캡슐제,dl-methylephedrine hydrochloride,114,내복,25,mg
E12300ACS,CS,연질캡슐제,guaifenesin,114,내복,80,mg
E12400ACS,CS,연질캡슐제,acetaminophen,114,내복,0.2,g
E12400ACS,CS,연질캡슐제,dextromethorphan hydrobromide ,114,내복,8,mg
E12400ACS,CS,연질캡슐제,dl-methylephedrine,114,내복,12.5,mg
E12400ACS,CS,연질캡슐제,guaifenesin,114,내복,41.66,mg
E12500ACS,CS,연질캡슐제,acetaminophen,114,내복,0.18,g
E12500ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
E12500ACS,CS,연질캡슐제,cloperastine hydrochloride,114,내복,4,mg
E12500ACS,CS,연질캡슐제,guaifenesin,114,내복,41.6,mg
E12500ACS,CS,연질캡슐제,riboflavin,114,내복,2,mg
E12600ACS,CS,연질캡슐제,acetaminophen,114,내복,0.255,g
E12600ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,2.5,mg
E12600ACS,CS,연질캡슐제,dextromethorphan hydrobromide ,114,내복,10,mg
E12600ACS,CS,연질캡슐제,guaifenesin,114,내복,41.7,mg
E12600ACS,CS,연질캡슐제,pseudoephedrine hydrochloride,114,내복,30,mg
E12700ACS,CS,연질캡슐제,acetaminophen,114,내복,0.2,g
E12700ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
E12700ACS,CS,연질캡슐제,dextromethorphan hydrobromide,114,내복,8,mg
E12700ACS,CS,연질캡슐제,dl-methylephedrine,114,내복,6.25,mg
E12700ACS,CS,연질캡슐제,guaifenesin,114,내복,41.66,mg
E12700ACS,CS,연질캡슐제,pseudoephedrine hydrochloride,114,내복,14,mg
E12800ACS,CS,연질캡슐제,acetaminophen,114,내복,0.18,g
E12800ACS,CS,연질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
E12800ACS,CS,연질캡슐제,dextromethorphan hydrobromide,114,내복,8,mg
E12800ACS,CS,연질캡슐제,dl-methylephedrine,114,내복,12.5,mg
E12800ACS,CS,연질캡슐제,guaifenesin,114,내복,20.84,mg
E12800ACS,CS,연질캡슐제,pseudoephedrine hydrochloride,114,내복,15,mg
E12800ACS,CS,연질캡슐제,riboflavin,114,내복,2,mg
E12900ATB,TB,"정제,저작정",calcium pantothenate,319,내복,15,mg
E12900ATB,TB,"정제,저작정",cyanocobalamin(1000倍散),319,내복,20,mg
E12900ATB,TB,"정제,저작정",fursultiamine,319,내복,50,mg
E12900ATB,TB,"정제,저작정",inositol,319,내복,10,mg
E12900ATB,TB,"정제,저작정",magnessium oxide,319,내복,10,mg
E12900ATB,TB,"정제,저작정",nicotinamide,319,내복,50,mg
E12900ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,25,mg
E12900ATB,TB,"정제,저작정",riboflavin butyrate,319,내복,6,mg
E12900ATB,TB,"정제,저작정",sodium chondrotin sulfate,319,내복,0.6,g
E12900ATB,TB,"정제,저작정",γ-oryzanol,319,내복,5,mg
E13000ATB,TB,"정제,저작정",1% cyanocobalamin powder,319,내복,10,mg
E13000ATB,TB,"정제,저작정",ascorbic acid granule 97%,319,내복,51.6,mg
E13000ATB,TB,"정제,저작정",benfotiamine,319,내복,0.1,g
E13000ATB,TB,"정제,저작정",calcium pantothenate,319,내복,30,mg
E13000ATB,TB,"정제,저작정",cholecalciferol granule,319,내복,10,mg
E13000ATB,TB,"정제,저작정",choline bitartrate,319,내복,50,mg
E13000ATB,TB,"정제,저작정",d-biotin 1%,319,내복,10,mg
E13000ATB,TB,"정제,저작정",folic acid,319,내복,0.4,mg
E13000ATB,TB,"정제,저작정",inositol,319,내복,50,mg
E13000ATB,TB,"정제,저작정",magnessium oxide,319,내복,83,mg
E13000ATB,TB,"정제,저작정",nicotinamide,319,내복,30,mg
E13000ATB,TB,"정제,저작정",phytonadione dried powder 5%,319,내복,1.2,mg
E13000ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,0.1,g
E13000ATB,TB,"정제,저작정",riboflavin,319,내복,0.1,g
E13000ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,23.2,mg
E13000ATB,TB,"정제,저작정",ursodeoxycholic acid,319,내복,30,mg
E13000ATB,TB,"정제,저작정",zinc oxide,319,내복,30.9,mg
E13100CDS,DS,스폰지 및 드레싱,chlorhexidine gluconate solution,261,외용,0.175,mL(0.1mL/mL)
E13100CDS,DS,스폰지 및 드레싱,isopropanol,261,외용,1.225,mL(0.7mL/mL)
E13200CDS,DS,스폰지 및 드레싱,chlorhexidine gluconate solution,261,외용,0.1,mL(0.1mL/mL)
E13200CDS,DS,스폰지 및 드레싱,isopropanol,261,외용,0.7,mL(0.7mL/mL)
E13300ATE,TE,장용정제,bromelain,141,내복,45,mg
E13300ATE,TE,장용정제,caffeine,141,내복,20,mg
E13300ATE,TE,장용정제,diphenhydramine hydrochloride,141,내복,25,mg
E13400ATB,TB,"정제,저작정",dimethicone,233,내복,25,mg
E13400ATB,TB,"정제,저작정",hemicellulase,233,내복,50,mg
E13400ATB,TB,"정제,저작정",pancreatin,233,내복,0.175,g
E13500ACH,CH,경질캡슐제,0.1% cyanocobalamine powder,322,내복,12,mg
E13500ACH,CH,경질캡슐제,folic acid,322,내복,0.5,mg
E13500ACH,CH,경질캡슐제,polysaccharide iron complex,322,내복,76.09,mg
E13600ACH,CH,경질캡슐제,bacillus mesentericus toa,237,내복,0.15,g
E13600ACH,CH,경질캡슐제,clostridium butyricum toa,237,내복,0.15,g
E13600ACH,CH,경질캡슐제,enterococcus faecalis T-100,237,내복,30,mg
E13700ATB,TB,"정제,저작정",benfotiamine,319,내복,50,mg
E13700ATB,TB,"정제,저작정",hydroxocobalamin acetate,319,내복,0.5225,g
E13700ATB,TB,"정제,저작정",pyridoxal phosphate hydrate,319,내복,30,mg
E13700ATB,TB,"정제,저작정",riboflavin,319,내복,10,mg
E13700ATB,TB,"정제,저작정",tocopherol acetate,319,내복,50,mg
E13700ATB,TB,"정제,저작정",γ-oryzanol,319,내복,5,mg
E13800ASY,SY,"시럽제,건조시럽",acetaminophen,114,내복,81.25,mg(16.25mg/mL)
E13800ASY,SY,"시럽제,건조시럽",caffeine,114,내복,6.25,mg(1.25mg/mL)
E13800ASY,SY,"시럽제,건조시럽",chlorpheniramine maleate,114,내복,0.625,mg(0.125mg/mL)
E13800ASY,SY,"시럽제,건조시럽",dl-methylephedrine,114,내복,4.5,mg(0.9mg/mL)
E13800ASY,SY,"시럽제,건조시럽",guaifenesin,114,내복,10.5,mg(2.1mg/mL)
E13800ASY,SY,"시럽제,건조시럽",pentoxyverine citrate,114,내복,2,mg(0.4mg/mL)
E13900ACS,CS,연질캡슐제,benfotiamine,319,내복,20,mg
E13900ACS,CS,연질캡슐제,magnessium oxide,319,내복,0.25,g
E13900ACS,CS,연질캡슐제,selenium in dried yeast,319,내복,37,mg
E13900ACS,CS,연질캡슐제,thiamine nitrate,319,내복,35,mg
E13900ACS,CS,연질캡슐제,tocopherol acetate,319,내복,0.5,g
E13900ACS,CS,연질캡슐제,γ-oryzanol,319,내복,5,mg
E14000ACH,CH,경질캡슐제,acetaminophen,114,내복,0.2,g
E14000ACH,CH,경질캡슐제,ascorbic acid coated,114,내복,41.7,mg
E14000ACH,CH,경질캡슐제,benfotiamine,114,내복,4.15,mg
E14000ACH,CH,경질캡슐제,caffeine,114,내복,15,mg
E14000ACH,CH,경질캡슐제,chlorpheniramine maleate,114,내복,1.25,mg
E14000ACH,CH,경질캡슐제,dl-methylephedrine,114,내복,10,mg
E14000ACH,CH,경질캡슐제,guaifenesin,114,내복,21,mg
E14000ACH,CH,경질캡슐제,riboflavin sodium phosphate,114,내복,2,mg
E14100CSI,SI,분무제 및 흡입제,chlorpheniramine maleate,132,외용,75,mg(2.5mg/mL)
E14100CSI,SI,분무제 및 흡입제,xylometazoline hydrochloride,132,외용,30,mg(1mg/mL)
E14200ASY,SY,"시럽제,건조시럽",cholecalciferol concentrate,319,내복,10,mg
E14200ASY,SY,"시럽제,건조시럽",zinc sulfate hydrate,319,내복,44,mg
E14300ASY,SY,"시럽제,건조시럽",cholecalciferol concentrate,319,내복,4,mg
E14300ASY,SY,"시럽제,건조시럽",zinc sulfate hydrate,319,내복,22,mg
E14400ALQ,LQ,액제,magnesium glycerophosphate,319,내복,1.2,g
E14400ALQ,LQ,액제,nicotinamide,319,내복,20,mg
E14400ALQ,LQ,액제,pyridoxine hydrochloride,319,내복,75,mg
E14400ALQ,LQ,액제,riboflavin sodium phosphate,319,내복,7.63,mg
E14500ATB,TB,"정제,저작정",benfotiamine,319,내복,50,mg
E14500ATB,TB,"정제,저작정",cyanocobalamin,319,내복,0.5,g
E14500ATB,TB,"정제,저작정",pyridoxal phosphate hydrate,319,내복,30,mg
E14500ATB,TB,"정제,저작정",riboflavin,319,내복,10,mg
E14500ATB,TB,"정제,저작정",tocopherol acetate,319,내복,50,mg
E14500ATB,TB,"정제,저작정",γ-oryzanol,319,내복,5,mg
E14600CLQ,LQ,액제,allantoin,264,외용,60,mg(2mg/mL)
E14600CLQ,LQ,액제,crotamiton,264,외용,1.5,g(50mg/mL)
E14600CLQ,LQ,액제,enoxolone,264,외용,0.3,g(10mg/mL)
E14600CLQ,LQ,액제,L-menthol,264,외용,1.05,g(35mg/mL)
E14600CLQ,LQ,액제,prednisolone valeroacetate,264,외용,45,mg(1.5mg/mL)
E14600CLQ,LQ,액제,thymol,264,외용,45,mg(1.5mg/mL)
E14700AGN,GN,"과립제,세립",acetaminophen,114,내복,0.233,g
E14700AGN,GN,"과립제,세립",caffeine,114,내복,50,mg
E14700AGN,GN,"과립제,세립",chlorpheniramine maleate,114,내복,2.5,mg
E14700AGN,GN,"과립제,세립",dl-methylephedrine,114,내복,12.5,mg
E14700AGN,GN,"과립제,세립",ethenzamide,114,내복,0.1,g
E14700AGN,GN,"과립제,세립",noscapine,114,내복,10,mg
E14800ATB,TB,"정제,저작정",ascorbic acid coated,319,내복,52.1,mg
E14800ATB,TB,"정제,저작정",benfotiamine,319,내복,0.1,g
E14800ATB,TB,"정제,저작정",biotin,319,내복,10,μg
E14800ATB,TB,"정제,저작정",calcium pantothenate,319,내복,10,mg
E14800ATB,TB,"정제,저작정",cyanocobalamin(1000倍散),319,내복,0.1,g
E14800ATB,TB,"정제,저작정",folic acid,319,내복,20,μg
E14800ATB,TB,"정제,저작정",magnessium oxide,319,내복,30,mg
E14800ATB,TB,"정제,저작정",nicotinamide,319,내복,20,mg
E14800ATB,TB,"정제,저작정",pyridoxine hydrochloride,319,내복,0.1,g
E14800ATB,TB,"정제,저작정",riboflavin,319,내복,0.1,g
E14800ATB,TB,"정제,저작정",selenium in dried yeast,319,내복,25,mg
E14800ATB,TB,"정제,저작정",tocopherol acetate 50%,319,내복,40,mg
E14800ATB,TB,"정제,저작정",ubidecarenone,319,내복,4,mg
E14800ATB,TB,"정제,저작정",ursodeoxycholic acid,319,내복,30,mg
E14800ATB,TB,"정제,저작정",zinc oxide,319,내복,30,mg
E14800ATB,TB,"정제,저작정",γ-oryzanol,319,내복,5,mg
E14900AGN,GN,"과립제,세립",alginic acid,399,내복,0.4,g
E14900AGN,GN,"과립제,세립",carboxymethylcellulose sodium,399,내복,0.2,g
E15000ALQ,LQ,액제,acetaminophen,114,내복,0.31,g(15.5mg/mL)
E15000ALQ,LQ,액제,caffeine,114,내복,30,mg(1.5mg/mL)
E15000ALQ,LQ,액제,chlorpheniramine maleate,114,내복,2.5,mg(0.125mg/mL)
E15000ALQ,LQ,액제,guaifenesin,114,내복,80,mg(4mg/mL)
E15000ALQ,LQ,액제,pentoxyverine citrate,114,내복,16,mg(0.8mg/mL)
E15000ALQ,LQ,액제,갈근탕엑스(10→1),114,내복,0.1875,g(9.375mg/mL)
E15100ACS,CS,연질캡슐제,benfotiamine,319,내복,50,mg
E15100ACS,CS,연질캡슐제,cyanocobalamin,319,내복,0.5,mg
E15100ACS,CS,연질캡슐제,magnessium oxide,319,내복,0.349,g
E15100ACS,CS,연질캡슐제,pyridoxine hydrochloride,319,내복,50,mg
E15100ACS,CS,연질캡슐제,riboflavin,319,내복,25,mg
E15100ACS,CS,연질캡슐제,tocopherol acetate,319,내복,0.5,g
E15100ACS,CS,연질캡슐제,ubidecarenone,319,내복,5,mg
E15100ACS,CS,연질캡슐제,γ-oryzanol,319,내복,5,mg
E15200COM,OM,연고제,allantoin,256,외용,0.28,g(10mg/g)
E15200COM,OM,연고제,chlorhexidine hydrochloride,256,외용,0.14,g(5mg/g)
E15200COM,OM,연고제,lidocaine,256,외용,0.84,g(30mg/g)
E15200COM,OM,연고제,L-menthol,256,외용,0.14,g(5mg/g)
E15200COM,OM,연고제,tetrahydrozoline hydrochloride,256,외용,14,mg(0.5mg/g)
E15300CSP,SP,좌제,allantoin,256,외용,20,mg 
E15300CSP,SP,좌제,chlorhexidine hydrochloride,256,외용,5,mg 
E15300CSP,SP,좌제,lidocaine,256,외용,60,mg 
E15300CSP,SP,좌제,L-menthol,256,외용,10,mg 
E15300CSP,SP,좌제,tetrahydrozoline hydrochloride,256,외용,1,mg 
E15400CCM,CM,"크림제,겔제,젤리",ibuprofen piconol,269,외용,0.45,g(30mg/g)
E15400CCM,CM,"크림제,겔제,젤리",isopropyl methylphenol,269,외용,0.15,g(10mg/g)
E15500ALQ,LQ,액제,dl-methylephedrine,222,내복,3.125,mg(0.625mg/mL)
E15500ALQ,LQ,액제,guaifenesin,222,내복,12.5,mg(2.5mg/mL)
E15500ALQ,LQ,액제,tipepidine citrate,222,내복,2.5,μg(0.5μg/mL)
E15600ACS,CS,연질캡슐제,benfotiamine,319,내복,50,mg
E15600ACS,CS,연질캡슐제,cyanocobalamin,319,내복,0.5,mg
E15600ACS,CS,연질캡슐제,magnessium oxide,319,내복,0.25,g
E15600ACS,CS,연질캡슐제,pyridoxine hydrochloride,319,내복,50,mg
E15600ACS,CS,연질캡슐제,tocopherol acetate,319,내복,0.5,g
E15600ACS,CS,연질캡슐제,γ-oryzanol,319,내복,5,mg
E15700ATB,TB,"정제,저작정",acetaminophen,114,내복,0.2,g
E15700ATB,TB,"정제,저작정",ascorbic acid coated,114,내복,51.55,mg
E15700ATB,TB,"정제,저작정",caffeine,114,내복,12.5,mg
E15700ATB,TB,"정제,저작정",chlorpheniramine maleate,114,내복,1.25,mg
E15700ATB,TB,"정제,저작정",riboflavin,114,내복,2,mg
