영문공항명,한글공항명,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
Torrejon Airport,토레존 공군기지,TOJ,LETO,유럽,Spain,스페인,Madrid
Torsby Airport,Torsby 공항,TYF,ESST,유럽,Sweden,스웨덴,Torsby
Totegegie Airport,톳트제리 공항,GMR,NTGJ,대양주,French Plynesia,프랑스령폴리네시아,Gambier Islands
Tottori Airport,돗토리 /도토리 공항,TTJ,RJOR,아시아,Japan,일본,Tottori
Touat Airport,투앗 공항,AZR,DAUA,아프리카,Algeria,알제리,Adrar
Toulon Hyeres Airport ,툴롱 예르 공항 ,TLN,LFTH,유럽,France,프랑스,Toulon
Toulouse-Blagnac Airport,툴루즈-블라 냐크 공항,TLS ,LFBO,유럽,France,프랑스,Toulouse
Tours Val de Loire Airport,투르 발 드 르와 공항,TUF,LFOT,유럽,France,프랑스,Tours
Toussus-le-Noble Airport,투수스르보블 르 노블 공항,TNF,LFPN,유럽,France,프랑스,Toussus-le-Noble
Townsville International Airport,타운스빌 국제공항,TSV,YBTL,대양주,Australia,오스트레일리아,Townsville
Toyama Airport,토하마 /토이아마 공항,TOY,RJNT,아시아,Japan,일본,Toyama
Tra Noc Airport,트라 녹 공항,VCA,VVCT,아시아,Viet Nam,베트남,Can Tho
Trabzon Airport,트라브존 공항,TZX,LTCG,유럽,Turkey,터키,Trabzon
Trang Airport,트랑 공항,TST,VTST,아시아,Thailand,태국,Trang
Trat Airport,뜨랏 공항,TDX,VTBO,아시아,Thailand,태국,Trat 
Tres De Mayo Airport,트레즈 데 마요 공항,PUU,SKAS,중남미,Colombia,콜롬비아,Puerto Asis
Treviso Airport ,트레비소 공항,TSF,LIPH,유럽,Italy,이탈리아,Treviso
Tribhuvan Airport,트리부후반 공항,KTM,VNKT,아시아,Nepal,네팔,Kathmandu
Tri-Cities Airport,트라이시티즈 공항,PSC,KPSC,북미,United States,미국,Pasco WA
Tri-Cities Regional Airport,트라이시티 지역공항,TRI,KTRI,북미,United States,미국,Blountville TN
Trieste Friuli Venezia Giulia Airport ,트리스테 푸뤼우리 베네지아 구일리아 공항,TRS,LIPQ,유럽,Italy,이탈리아,Trieste
Trollhattan-Vanersborg Airport,트롤하탄 베네르스보리 공항,THN,ESGT,유럽,Sweden,스웨덴,Trollhattan
Tromso Airport,트롬쇠 공항,TOS,ENTC,유럽,Norway,노르웨이,Tromsoe
Trondheim Airport ,트론드하임 공항,TRD,ENVA,유럽,Norway,노르웨이,Trondheim
Troyes Barberey Airport,트루아 바벌리 공항,QYR,LFQB,유럽,France,프랑스,Barberey Saint Sulpice
Tsentralny Airport,첸틀러니 공항,OMS,UNOO,유럽,Russia,러시아,Omsk
Tsentralny Airport,첸틀러니 공항,REN,UWOO,유럽,Russia,러시아,Orenburg
Tsentralny Airport,체츨라니 공항,RTW,UWSS,유럽,Russia,러시아,Saratov
Tsushima Airport,쓰시마 /츠시마 공항,TSJ,RJDT,아시아,Japan,일본,Tsushima
Tte. Gral. Benjamin Matienzo International Airport ,타트 제네랄 벤쟈민 마티엔조 국제공항,TUC,SANT,중남미,Argentina,아르헨티나,Tucuman
Tubuai Airport,투부아이 공항,TUB,NTAT,대양주,French Plynesia,프랑스령폴리네시아,Tubuai
Tucson International Airport,투손 국제공항,TUS,KTUS,북미,United States,미국,Tucson AZ
Tuguegarao Airport,터그라우 공항,TUG,RPUT,아시아,Philippines,필리핀,Tuguegarao
Tulcea Airport,툴체아 공항,TCE,LRTC,유럽,Romania,루마니아,Tulcea
Tullamarine Airport ,툴라마린 공항 ,MEL,YMML,대양주,Australia,오스트레일리아,Melbourne
Tulsa International Airport,털사 국제 공항,TUL ,KTUL,북미,United States,미국,Tulsa OK
Tumxuk Tangwangcheng Airport,툭툭 탕왕 청 공항,TWC,,아시아,Macao,마카오,Tumxuk
Tunis-Carthage International Airport,튀니스 카르타쥐 국제공항,TUN,DTTA,아프리카,Tunisia,튀니지,Tunis
Tunoshna Airport,툰쇼나 공항,IAR,UUDL,유럽,Russia,러시아,Yaroslavl
Turaif Domestic Airport,퉈리프 국내공항,TUI,OETR,중동,Saudi Arabia,사우디아라비아,Turaif
Turany Airport,튀라니 공항,BRQ,LKTB,유럽,Czech Republic,체코 공화국,Brno
Turbat International Airport,터밧 국제공항,TUK,OPTU,아시아,Pakistan,파키스탄,Turbat
Tureia Airport,터 레이아 공항,ZTA,NTGY,대양주,French Plynesia,프랑스령폴리네시아,Tureia
Turial Air Force Base,투리알 공군기지,AJL,VEAZ,아시아,India,인도,Aizawl
Turin International Airport ,투린 국제공항 국제공항,TRN,LIMF,유럽,Italy,이탈리아,Turin
Turku Airport,투르쿠 공항,TKU,EFTU,유럽,Finland,핀란드,Turku
Turpan Jiaohe Airport,투르판 교아오 공항,TLQ,ZWTP,아시아,Macao,마카오,Tulufan
Tuticorin Airport,투티코린 공항,TCR,VO80,아시아,India,인도,Tuticorin
Tuzla International Airport,투즐라 국제공항,TZL,LQTZ,유럽,Bosnia and Herzegovina,보스니아 헤르체고비나,Tuzla
Tweed New Haven Regional Airport,트위드 뉴해븐 지역공항,HVN,KHVN,북미,United States,미국,New Haven CT
Tynda Airport,틴다 공항,TYD,UHBW,유럽,Russia,러시아,Tynda 
Ua Pou Airport,우아 파우 공항,UAP,NTMP,대양주,French Plynesia,프랑스령폴리네시아,Ua Pou
Ua-Huka Airport,우아 후카 공항,UAH,NTMU,대양주,French Plynesia,프랑스령폴리네시아,Ua Huka
Uberaba Airport,우베라바 공항,UBA,SBUR,중남미,Brazil,브라질,Uberaba
Uberlandia Airport,우벨란디아 공항,UDI,SBUL,중남미,Brazil,브라질,Uberlandia
Ubon Ratchathani Airport,유본 라차태니 공항,UBP,VTUU,아시아,Thailand,태국,Ubon Ratchathani
Udon Thani Airport,우돈타니 공항,UTH,VTUD,아시아,Thailand,태국,Udon Thani
Ufa Airport,우파 공항,UFA,UWUU,유럽,Russia,러시아,Ufa
Ugolny Airport,우골리 공항,DYR,UHMA,유럽,Russia,러시아,Anadyr
Ulanhot Airport,우란하오터 공항,HLH,ZBUL,아시아,Macao,마카오,Ulanhot
Ulanqab Airport,Ulanqab 공항,UCB,ZBUC,아시아,Macao,마카오,Ulanqab
Ulsan Airport,울산 공항,USN,RKPU,아시아,Republic of Korea,대한민국,Ulsan
Ulyanovsk Vostochny Airport,울리야놉스크 보스토치니 공항,ULY,UWLW,유럽,Russia,러시아,Ulyanovsk 
Umea Airport,우메오 공항,UME,ESNU,유럽,Sweden,스웨덴,Umea
Upington Airport,우핑턴 공항,UTN,FAUP,아프리카,South Africa,남아프리카,Upington
Urgench Airport,우르겐치 공항,UGC,UTNU,아시아,Uzbekistan,우즈베키스탄,Urgench
Uribe Airport,우리베 공항,URI,SKUB,중남미,Colombia,콜롬비아,Uribe
Urmia Airport,우르 미아 공항,OMH,OITR,중동,Iran,이란,Uromia
Urumqi Diwopu International Airport,우루무치 디와푸 국제공항,URC,ZWWW,아시아,Macao,마카오,Urumchi
Usak Airport,우삭 공항,USQ,LTBO,유럽,Turkey,터키,Usak
U-Tapao International Airport,우타파오 국제공항,UTP,VTBU,아시아,Thailand,태국,Pattaya 
Utti Airport,유트 공항,UTI,EFUT,유럽,Finland,핀란드,Utti
Uturoa Airport,우투로아 공항,RFP,NTTR,대양주,French Plynesia,프랑스령폴리네시아,Raiatea
Uytash Airport,우이타쉬 공항,MCX,URML,유럽,Russia,러시아,Makhachkala
Uzhhorod Airport,우쵸러드 공항,UDJ,UKLU,유럽,Ukraine,우크라이나,Uzhgorod
Vaasa Airport,바사 공항,VAA,EFVA,유럽,Finland,핀란드,Vaasa
Vadodara Airport / Vadodara Air Force Base,바도다라 공항 ,BDQ,VABO,아시아,India,인도,Vadodara
Vadso Airport,바드쇠 공항,VDS,ENVD,유럽,Norway,노르웨이,Vadso
Vaeroy Heliport ,브로이 헬리포트 ,VRY,ENVR,유럽,Norway,노르웨이,Vaeroy
Vagar Airport,바가 공항,FAE,EKVG,유럽,Faroe Islands,페로 제도,Sorvagur
Vahitahi Airport,버히타이 공항,VHZ,NTUV,대양주,French Plynesia,프랑스령폴리네시아,Vahitahi
Val de Cans Airport,발 데 칸즈 공항,BEL,SBBE,중남미,Brazil,브라질,Belem
Valan Airport,발란 공항,HVG,ENHV,유럽,Norway,노르웨이,Honningsvag
Valencia Airport,발렌시아 공항,VLC,LEVC,유럽,Spain,스페인,Valencia
Valenciennes-Denain Airport,발렌시아 - 데 네인 공항,XVS,LFAV,유럽,France,프랑스,Valenciennes
Valladolid Airport,바야돌리드 공항,VLL,LEVD,유럽,Spain,스페인,Valladolid
Vallee de Seine Airport,발레 드 세느 공항,URO,LFOP,유럽,France,프랑스,Rouen
Vals-Lanas Airport,발 라나 공항,OBS,LFHO,유럽,France,프랑스,Aubenas / Ardeche Meridional
Van Ferit Melen Airport,반 페리 멜렌 공항,VAN,LTCI,유럽,Turkey,터키,Van
Van Nuys Airport,반 누이 공항,VNY,KVNY,북미,United States,미국,Los Angeles CA
Vancouver International Airport,밴쿠버 국제공항,YVR,CYVR,북미,Canada,캐나다,Vancouver BC
Vardo Airport,바르되 공항,VAW,ENSS,유럽,Norway,노르웨이,Vardo
Variguies Airport,배리구이즈 공항,EJA,SKEJ,중남미,Colombia,콜롬비아,Barrancabermeja
Varkaus Airport,바카우스 공항,VRK,EFVR,유럽,Finland,핀란드,Varkaus
Varna International Airport,바르나 국제공항,VAR,LBWN,유럽,Bulgaria,불가리아,Varna
Vasteras / Hasslo Airport,바스테라스 하슬로 공항,VST,ESOW,유럽,Sweden,스웨덴,Stockholm
Vaxjo Airport,벡셰 공항,VXO,ESMX,유럽,Sweden,스웨덴,Vaxjo
Veer Savarkar Airport ,버 사바카르 공항,IXZ,VOPB,아시아,India,인도,Port Blair
Velazco Astete Airport,벨라쵸 아스테테 공항,CUZ,SPZO,중남미,Peru,페루,Cuzco
Vestmannaeyjar Airport,베스트만네이야 공항,VEY,BIVM,유럽,Iceland,아이슬란드,Vestmannaeyjar
Vicecomodoro Aragonez Airport,바이스코모도로 아라고네즈 공항,SDE,SANE,중남미,Argentina,아르헨티나,Santiago Del Estero
Vichy Charmeil Airport,비시 샤메이 공항,VHY,LFLV,유럽,France,프랑스,Vichy
Victoria Falls Airport,빅토리아폴스 공항,VFA,FVFA,아프리카,Zimbabwe,짐바브웨,Victoria Falls
Victoria International Airport,빅토리아 국제공항,YYJ,CYYJ,북미,Canada,캐나다,Victoria BC
Vienna International Airport,비엔나 국제공항,VIE,LOWW,유럽,Austria,오스트리아,Vienna
Vieques Airport ,비케스 공항,VQS,TJVQ,중남미,Puerto Rico,푸에르토리코,Vieques
Vigan Airport,비간공항,VGN,RPUQ,아시아,Philippines,필리핀,Vigan
Vigo-Peinador International Airport,비고 피내이더 국제공항,VGO,LEVX,유럽,Spain,스페인,Vigo
Vigra Airport,바이그라 공항,AES,ENAL,유럽,Norway,노르웨이,Aalesund
Vijayawada Airport,비쟈와와다 공항,VGA,VOBZ,아시아,India,인도,Vijayawada
Vila do Maio Airport,빌라 도마이오 공항,MMO,GVMA,아프리카,Cabo Verde,카보베르데,Maio
Vila do Porto Airport,빌라 도 포르토 공항,SMA,LPAZ,유럽,Portugal,포르투갈,Santa Maria
Vilankulo Airport,빌라쿨로 공항,VNX,FQVL,아프리카,Mozambique,모잠비크,Vilankulos
Vilhelmina Airport,빌헬미나 공항,VHM,ESNV,유럽,Sweden,스웨덴,Vilhelmina
Villa Garzon Airport,빌라 가봉 공항,VGZ,SKVG,중남미,Colombia,콜롬비아,Villagarzon
Villa Reynolds Airport,빌라 레이놀즈 공항,VME,SAOR,중남미,Argentina,아르헨티나,Villa Mercedes
Villafranca Veronese Airport ,빌라프랑카 베로니스 공항 ,VRN,LIPX,유럽,Italy,이탈리아,Verona
Villanova dAlbenga International Airport ,빌라노바 알벵가 국제공항 ,ALL,LIMG,유럽,Italy,이탈리아,Albenga
Vilnius International Airport,빌니우스 국제공항,VNO,EYVI,유럽,Lithuania,리투아니아,Vilnius
Vincent Magliocco Airport ,빈세트 마글리오초 공항 ,CIY,LICB,유럽,Italy,이탈리아,Comiso
Vincenzo Florio Airport ,빈첸초 플로리오 공항,TPS,LICT,유럽,Italy,이탈리아,Trapani
Vinh Airport,비니 공항,VII,VVVH,아시아,Viet Nam,베트남,Vinh
Virac Airport,바이락 공항,VRC,RPUV,아시아,Philippines,필리핀,Virac
Viracopos Airport,비라코포스 공항,VCP,SBKP,중남미,Brazil,브라질,Campinas
Viru Viru International Airport,비루 비루 국제공항,VVI,SLVR,중남미,Bolivia,볼리비아,Santa Cruz
Visakhapatnam Airport,비샤카파트남 공항,VTZ,VEVZ,아시아,India,인도,Vishakhapatnam
Visby Airport,비스뷔 공항,VBY,ESSV,유럽,Sweden,스웨덴,Visby
Vitoria Airport,비토리아 공항,VIT,LEVT,유럽,Spain,스페인,Vitoria
Vityazevo Airport,비타야제프 공항,AAQ,URKA,유럽,Russia,러시아,Anapa
Vladivostok International Airport,블라디보스토크 국제공항,VVO,UHWW,유럽,Russia,러시아,Vladivostok
Vnukovo Airport,부누코프 공항,VKO,UUWW,유럽,Russia,러시아,Moscow
Vorkuta Airport,보쿠타 공항,VKT,UUYW,유럽,Russia,러시아,Vorkuta
W.A. Mozart Airport,W.A 모자르트 공항,SZG,LOWS,유럽,Austria,오스트리아,Salzburg
Wadi al-Dawasir Domestic Airport,와디 알 다와지르 국내공항,WAE,OEWD,중동,Saudi Arabia,사우디아라비아,Wadi Al-Dawasir
Wadyslaw Reymont Airport ,웨디슬라프 레이몬트 공항 ,LCJ,EPLL,유럽,Poland,폴란드,Lodz
Wales Airport,웨일스 공항,IWK,PAIW,아시아,Japan,일본,Iwakuni
Walker Field Airport,워커 필드 공항,GJT,KGJT,북미,United States,미국,Grand Junction CO
Walla Walla Regional Airport,왈라왈라 지역 공항,ALW,KALW,북미,United States,미국,Walla Walla 
Wang-an Airport,왕안공항,WOT,RCWA,아시아,Chinese Taipei,대만,Wangan 
Wanzhou Wuqiao Airport,완주우 차오 국제공항,WXN,ZUWX,아시아,Macao,마카오,Wanxian
Warri Airport,Warri 공항,QRW,DNSU,아프리카,Nigeria,나이지리아,Osubi
Warsaw Frederic Chopin Airport,바르샤바 프레데릭 쇼팽 공항,WAW,EPWA,유럽,Poland,폴란드,Warsaw
Warsaw Modlin Airport,바르샤바 모드 린 공항,WMI,EPMO,유럽,Poland,폴란드,Warsaw
Washington Dulles International Airport,워싱턴 덜레스 국제공항,IAD,KIAD,북미,United States,미국,Washington DC
Waterford Airport,워터퍼드 공항,WAT,EIWF,유럽,Ireland,아일랜드,Waterford
Waterloo Regional Airport,워털루 공항,ALO,KALO,북미,United States,미국,Waterloo IA
Weeze Airport ,위즈 공항,NRN,EDLV,유럽,Germany,독일,Weeze
Weifang Airport,웨이팡 공항,WEF,ZSWF,아시아,Macao,마카오,Weifang
Weihai Dashuibo Airport,위해 대우위보 공항,WEH,ZSWH,아시아,Macao,마카오,Weihai
Weipa Airport,웨이파 공항,WEI,YBWP,대양주,Australia,오스트레일리아,Weipa
Wellington International Airport,웰링턴 국제공항,WLG,NZWN,대양주,New Zealand,뉴질랜드,Wellington
Wenshan Puzhehei Airport,웬샨푸제헤이 공항,WNH,ZPWS,아시아,Macao,마카오,Wenshan
Wenzhou International Airport,원저우 국제공항,WNZ,ZSWZ,아시아,Macao,마카오,Wenzhou
Westchester County Airport,웨스트체스터 카운티 공항,HPN,KHPN,북미,United States,미국,White Plains NY
Whitsunday Coast Airport,휘천데이 코스트 공항,PPP,YBPN,대양주,Australia,오스트레일리아,Proserpine
Wichita Mid-Continent Airport,위치토 미드 컨티넌트 공항,ICT,KICT,북미,United States,미국,Wichita KS
Wick John OGroats Airport,윅 존 오그로츠 공항,WIC,EGPC,유럽,United Kingdom,영국,Wick
Will Rogers World Airport,윌 로저스 월드 공항,OKC,KOKC,북미,United States,미국,Oklahoma City OK
Williamtown Airport,윌리암타운 공항,NTL,YWLM,대양주,Australia,오스트레일리아,Newcastle
Williston Basin International Airport,윌리 스톤 바신 국제 공항,XWA,KXWA,유럽,France,프랑스,Coulommiers / Voisins
Wilmington International Airport,월밍턴 국제공항,ILM,KILM,북미,United States,미국,Wilmington NC
Wilson Airport,윌슨 공항,WIL,HKNW,아프리카,Kenya,케냐,Nairobi
Winnipeg James Armstrong Richardson International Airport,위니펙 제임스 암스트롱 리챠슨 국제공항,YWG,CYWG,북미,Canada,캐나다,Winnipeg MB
Wollongong Airport,울릉공 공항,WOL,YWOL,대양주,Australia,오스트레일리아,Albion Park Rail
Wonju Airport,원주 공항,WJU,RKNW,아시아,Republic of Korea,대한민국,Wonju
Wudalianchi Airport,Wudalianchi 공항,DTU,,아시아,Macao,마카오,Wudalianchi
Wuhai Airport,우하이 공항,WUA,ZBUH,아시아,Macao,마카오,Wuhai
Wuhan Tianhe Airport,우한 티안헤 공항,WUH,ZHHH,아시아,Macao,마카오,Wuhan
Wuxi Airport,우시 공항,WUX,ZSWX,아시아,Macao,마카오,Wuxi
Wuzhou Changzhoudao Airport,우저우 장쩌우다우 공항,WUZ,ZGWZ,아시아,Macao,마카오,Wuzhou
Xiamen Gaoqi International Airport,샤먼 가오츠 국제공항,XMN,ZSAM,아시아,Macao,마카오,Xiamen
Xiangfan Airport,샹판 공항,XFN,ZHXF,아시아,Macao,마카오,Xiangfan
Xianyang Airport ,샹양 공항 ,XIY,ZLXY,아시아,Macao,마카오,XiAn
Xichang Qingshan Airport,시창 칭산 공항,XIC,ZUXC,아시아,Macao,마카오,Xichang
Xilinhot Airport,시린하오터 공항,XIL,ZBXH,아시아,Macao,마카오,Xilinhot
Xingyi Wanfenglin Airport,싱이 완펑린 공항,ACX,ZUYI,아시아,Macao,마카오,Xingyi
Xining Airport,시닝 공항,XNN,ZLXN,아시아,Macao,마카오,Xining
Xinyang Minggang Airport,신양 밍강 공항,XAI,ZHXY,아시아,Macao,마카오,Xinyang
Xinyuan Nalati Airport,신유안 날라티 공항,NLT,ZWNL,아시아,Macao,마카오,Nalati
Xinzhou Wutaishan Airport,Xinzhou Wutaishan 공항,WUT,ZBXZ,아시아,Macao,마카오,"Xinzhou, Wutaishan"
Xoxocotlan Airport,속소코탄 공항,OAX,MMOX,중남미,Mexico,멕시코,Oaxaca
Yakushima Airport,야쿠시마 공항,KUM,RJFC,아시아,Japan,일본,Yakushima
Yakutsk Airport,야쿠츠크 공항,YKS,UEEE,유럽,Russia,러시아,Yakutsk
Yamaguchi Ube Airport,야마구치 우베 공항,UBJ,RJDC,아시아,Japan,일본,Ube
Yampa Valley Airport,얌파 밸리 공항,HDN,KHDN,북미,United States,미국,Hayden CO
Yanamilla Airport,야나밀라 공항,AYP,SPHO,중남미,Peru,페루,Ayacucho
Yanan Airport,옌안 공항,ENY,ZLYA,아시아,Macao,마카오,Yanan
Yanbu Domestic Airport,옌부 국내공항,YNB,OEYN,중동,Saudi Arabia,사우디아라비아,Yanbu
Yancheng Nanyang International Airport,옌청 남양 국제 공항,YNZ,ZSYN,아시아,Macao,마카오,Yancheng
Yangyang International Airport,양양 국제공항,YNY,RKNY,아시아,Republic of Korea,대한민국,Yangyang
Yangzhou Taizhou Airport,양주 타이저우 공항,YTY,ZSYA,아시아,Macao,마카오,Taizhou
Yanji Airport,옌지 연길 공항,YNJ,ZYYJ,아시아,Macao,마카오,Yanji
Yasuj Airport,Yasuj 공항,YES,OISY,중동,Iran,이란,Yasooj
Yeager Airport,예이거 공항,CRW,KCRW,북미,United States,미국,Charleston WV
Yelizovo Airport ,옐리초프 공항,PKC,UHPP,유럽,Russia,러시아,Petropavlovsk-Kamchats
Yenisehir Airport,예세니르 공항,YEI,LTBR,유럽,Turkey,터키,Yenisehir
Yeosu Airport,여수 공항,RSU,RKJY,아시아,Republic of Korea,대한민국,Yeosu
Yibin Airport,이빈 공항,YBP,ZUYB,아시아,Macao,마카오,Yibin
Yichang Airport,이창 공항,YIH,ZHYC,아시아,Macao,마카오,Yichang
Yichun Lindu Airport,이춘 린두 공항,LDS,ZYLD,아시아,Macao,마카오,Yichun
Yichun Mingyueshan Airport,이춘 명월산 공항,YIC,ZSYC,아시아,Macao,마카오,Yichun
Yinchuan Helanshan Airport,인촨 헤란산 공항,INC,ZLIC,아시아,Macao,마카오,Yinchuan
Yingkou Lanqi Airport,잉커우란키 공항,YKH,ZYYK,아시아,Macao,마카오,Yingkou
Yining Airport,이닝 공항,YIN,ZWYN,아시아,Macao,마카오,Yining
