부문,수집연도,작품명(국문),작품명(영문),작품규격,제작년도,재료/기법,작품해설,작가명,메인이미지,썸네일이미지
회화,2001,흙밥상과 질경이,Earth’s Table and Plantains,45×52cm,1992,캔버스에 유채,"<흙밥상과 질경이>(1992)는 모든 먹거리가 흙으로부터 나온다는 소박한 신념과 더불어 일종의 생명 사상을 말하고 있다. 1980년대 중후반부터 본격적으로 시작하였던 땅에 대한 탐구는 점차 흙의 역사, 땅과 밥의 구체적인 관계, 흙의 본연적 의미에 대한 명상이라는 주제로 확장되었다. 이를 위해 작가는 흙으로 만들어진 밥상과 그 위에 놓인 밥과 수저, 소박한 반찬을 그려 소재를 단순화시키고 있다. 또한, 실제 ‘흙’이라는 질료처럼 거칠고 두터운 질감 표현에 집중하여 장식적이진 않지만 흙의 은유성에 변주를 일으킨다. 흙 밥상 앞에 놓인 질경이는 끈질긴 생명력을 가진 농민, 민중을 상징한다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22964,http://collections.eseoul.go.kr/data/art/thumb/22964.jpg
회화,2001,내가 갈아야 할 땅 Ⅲ,The Land I Should Plough Ⅲ,91×133cm,1990,캔버스에 유채,"<내가 갈아야 할 땅 Ⅲ>(1990)은 화면 앞쪽에서 온통 검은 색으로 칠해져 불길한 느낌마저 자아내는 농부가 뒷모습을 보이며 소를 끌고 가고 있다. 자신의 몸집보다도 큰 지게를 멘 농민은 민중의 고단한 삶의 무게를 시각화한 듯 보인다. 반면 아름다운 푸른 하늘과 평화로운 농촌의 풍경은 현실에서 외면당하는 민중의 삶을 암시한다. 이같은 일련의 작품들은 사회적 존재로서 미술가의 역할에 대해 진지하게 성찰하고자 한 김정헌의 태도를 엿볼 수 있는 것으로, 척박한 농촌에서 우리 미래의 희망을 찾아야 한다는 메시지를 담고 있다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=21941,http://collections.eseoul.go.kr/data/art/thumb/21941.jpg
회화,2001,우금치에서 본 공주,Gongju Seen from Ugeumchi Pass,89.7×115cm,1988,캔버스에 아크릴릭,"<우금치에서 본 공주>(1988)는 김정헌이 공주대에 재직하던 시절, 우금치에서 내려다 본 공주 시내의 모습을 그린 것이다. 우금치(牛禁峙)는 전라도에서 충남 공주로 가는 길목에 위치한 고개로 1894년 11월 8일부터 14일까지 전봉준 장군이 이끄는 동학농민군과 친일 관군이 최대 격전을 벌인 곳이다. 이곳에 세워진 ‘농학농민군 위령탑’은 일본군의 기관총에 의해 수없이 스러져 간 농민군의 넋을 기리기 위해 박정희 정부 시절에 세운 것으로, 작가는 이 유적지를 수차례 답사하며 작품을 남겼다. 시멘트의 물질성을 강조한 탑과 그 뒤로 아스라이 보이는 마을 풍경은 사뭇 대조적인데, 이는 각각 과거의 비극을 담담하게 전달하는 동시에 현재의 시간성을 상기시키며 동학농민운동으로 인해 스러진 이들에 대한 역사를 소환한다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22965,http://collections.eseoul.go.kr/data/art/thumb/22965.jpg
회화,2001,김씨의 정월 대보름,The First Full Moon’s Day for Mr. Kim,117×90cm,1988,캔버스에 유채,"<김씨의 정월 대보름>(1988)은 정월 보름날 간절한 마음으로 기도하고 있는 한 농부의 모습을 그린 것이다. 이 시기에 김정헌이 그리는 농민은 시선을 정면으로 마주보며 땅에 박힌 우뚝한 장승의 자세로 당당하게 등장한다. 여기서 장승은 마을의 현실 또는 과거의 고난을, 그 곁의 솟대는 미래의 희망을 상징하는데, 작가는 마을을 지켜주는 장승을 농민과 동일시하여 땅을 지켜주는 존재라고 생각하고 그들의 모습에서 희망을 찾아나갔다. 장승이라는 소재와 윤곽선에서 민화의 영향이 나타나며, 사진에서 차용하여 그린 농촌 풍경과 상호 대비를 이룬다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22966,http://collections.eseoul.go.kr/data/art/thumb/22966.jpg
회화,2001,기도,The Prayer,40×52cm,1988,캔버스에 유채,"<기도>(1988)는 백발의 할머니가 기도를 하고 있는 장면을 담은 것으로, 옥수수 밭의 녹색과 할머니의 흰 옷은 서로 대비를 이루며 할머니에게로 시선을 고정시킨다. 이 무렵에 제작한 작품에 자주 등장하는 소재인 ‘할머니’는 마을의 오랜 전통과 역사를 함께해 온 존재를 의미한다. 할머니의 깊은 주름과 검게 그을린 피부는 그가 겪어온 세월을 상징적으로 보여주고, 곱게 모은 두 손과 지긋하게 감은 두 눈은 집안 식구들의 안위를 기원하는 간절한 마음을 더욱 부각시키며 애잔한 정서를 더한다. 1988년 ‘그림마당 민’에서 개최한 개인전에 출품했던 작품이다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22967,http://collections.eseoul.go.kr/data/art/thumb/22967.jpg
회화,2001,내가 갈아야 할 땅 II,The Land I Should Plough II,115×90cm,1988,캔버스에 유채,"<내가 갈아야 할 땅> 시리즈는 ‘땅’과 그 땅을 바탕으로 살아가는 ‘농민’을 소재로 한다. 땅과 농민은 그의 주된 작품 소재인 민중과 민중의 삶을 대표하는 것으로 자주 등장한다. 황폐한 모습의 땅은 비단 농부가 갈고 가꿔 농사를 지어야 할 땅일 뿐만 아니라, 우리 모두가 발 딛고 있는 조국의 의미를 품고 있으며,너나 할 것 없이 지키고 풍요롭게 해야 할 삶의 지평이다. 땅을 소재로 한 대부분의 작품은 화면 뒤쪽으로 넓게 펼쳐진 대지를 배경으로 원근법과 같은 서구 전통의 회화 제작 법칙을 완강히 거부하는 듯이 전경으로 불쑥 튀어나온 인물이 특징이며, 화면 분할과 강렬한 색채 대비도 두드러진다. 이는 김정헌이 강력한 발언과 용이한 소통을 위해 자주 사용하는 방식이다. <내가 갈아야 할 땅>(1987)은 1988년 ‘그림마당 민’에서 열린 개인전에 출품된 작품으로, 멀리 논밭이 펼쳐있는 녹색의 산야를 배경으로 왼편 근경에 비스듬히 서있는 청년이 웃통을 벗은 몸으로 괭이자루를 단단히 잡은 채 길 위에 서있다. 그의 등 뒤로 녹슨 쇠사슬은 농촌 황폐화 과정에서 고통 받아 온 농민들의 심경과 함께 사람들이 떠나는 농촌을 지켜보면서 느끼는 그의 고뇌를 상징한다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22968,http://collections.eseoul.go.kr/data/art/thumb/22968.jpg
회화,2001,할머니,An Old Woman,52×76cm,1988,패널에 아크릴릭,"<할머니>(1988)는 한겨울 가지만 남은 동구나무 앞에서 시름을 삼키듯 꽉 다문 입을 하고 쓸쓸한 표정을 감추지 못하고 있다. 신작로는 비어 있고, 마을을 떠난 이들을 홀로 회상하는 듯 보이는 할머니를 고목이 가만히 지켜보고 있을 뿐이다. 마른 흙과 같은 살결과 남루한 옷차림은 동구나무와 함께 늙어가는 할머니의 고단하고 시름 많았던 정한의 세월을 떠오르게 한다. 시골마을의 애잔함을 담고 있는 이 작품은 1988년 ‘그림마당 민’에서 열린 개인전에 출품되었으며, 당시 전시 포스터 이미지로도 사용되었다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22969,http://collections.eseoul.go.kr/data/art/thumb/22969.jpg
회화,2001,내가 갈아야 할 땅,The Land I Should Plough,94×134.3cm,1987,캔버스에 유채,"<내가 갈아야 할 땅> 시리즈는 ‘땅’과 그 땅을 바탕으로 살아가는 ‘농민’을 소재로 한다. 땅과 농민은 그의 주된 작품 소재인 민중과 민중의 삶을 대표하는 것으로 자주 등장한다. 황폐한 모습의 땅은 비단 농부가 갈고 가꿔 농사를 지어야 할 땅일 뿐만 아니라, 우리 모두가 발 딛고 있는 조국의 의미를 품고 있으며,너나 할 것 없이 지키고 풍요롭게 해야 할 삶의 지평이다. 땅을 소재로 한 대부분의 작품은 화면 뒤쪽으로 넓게 펼쳐진 대지를 배경으로 원근법과 같은 서구 전통의 회화 제작 법칙을 완강히 거부하는 듯이 전경으로 불쑥 튀어나온 인물이 특징이며, 화면 분할과 강렬한 색채 대비도 두드러진다. 이는 김정헌이 강력한 발언과 용이한 소통을 위해 자주 사용하는 방식이다. <내가 갈아야 할 땅>(1987)은 1988년 ‘그림마당 민’에서 열린 개인전에 출품된 작품으로, 멀리 논밭이 펼쳐있는 녹색의 산야를 배경으로 왼편 근경에 비스듬히 서있는 청년이 웃통을 벗은 몸으로 괭이자루를 단단히 잡은 채 길 위에 서있다. 그의 등 뒤로 녹슨 쇠사슬은 농촌 황폐화 과정에서 고통 받아 온 농민들의 심경과 함께 사람들이 떠나는 농촌을 지켜보면서 느끼는 그의 고뇌를 상징한다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22970,http://collections.eseoul.go.kr/data/art/thumb/22970.jpg
회화,2001,냉장고에 뭐 시원한 거 없나,Anything Refreshing in the Fridge?,133×195cm,1984,캔버스에 아크릴릭,"<냉장고에 뭐 시원한 거 없나>(1984)는 ‘현실과 발언’제5회 동인전인 《6.25》(1984, 아랍미술관)에 출품되었던 작품이다. 화면 하단에는 시퍼렇게 얼어붙은 강을 건너는 피난민 대열이 흑백으로 표현되어 있고, 상단에는 해변에 누운 비키니 수영복 차림의 거대한 젊은 여인이 천연색으로 표현되어있다. 작가는 현대사의 민족적 비극인 6.25 동란 와중에도 자신만의 안락에 도취된 삶의 모습을 풍자하기 위해 하나의 해변, 두 개의 풍경을 대조하는 방법으로 우리가 살아가는 시대의 문제의식을 드러내고자 했다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22997,http://collections.eseoul.go.kr/data/art/thumb/22997.jpg
회화,2001,아이들,Children,72.5×90.8cm,1984,캔버스에 아크릴릭,"<아이들>(1984)은 세련된 옷을 입은 모습으로 1975년에 탄생한 일본의 유명 캐릭터, 리틀트윈스타 앞에 앉아있는 아이들을 묘사한 작품이다. 흑백으로 그려진 아이들은 화사한 벽지의 색상과 대조를 이루면서 도시화의 그늘을 상징적으로 시각화한다. 1980년대 초중반 ‘현실과 발언’ 작가들은 도시화, 산업화에 의해 변화된 도시적 삶에 주목하고, 대중적인 이미지를 차용한 작품과 자체 기획전시를 통해 이를 풍자, 비판하는 입장을 표명했다. 당시 그들은 도시에 대해 확장된 개념을 가지고 도시의 소음, 공해, 신문, 잡지, 텔레비전, 광고, 스포츠, 극장, 옷차림새나 하물며 행동거지까지도 도시화의 산물로 보았다. 작가는 상당수의 외래문물을 자각 없이 소비하는 현대인들과 이 같은 세태가 나날이 확대되고 있는 도시의 현실, 그리고 이러한 현상에 자연스레 흡수되고 있는 우리의 삶을 작품 속 아이들의 이미지를 통해 보여주고 있다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22998,http://collections.eseoul.go.kr/data/art/thumb/22998.jpg
회화,2001,모녀,Mother and Daughter,133×196cm,1984,캔버스에 아크릴릭,"<모녀>(1984)는 급변하는 1980년대의 한국 사회와 문화를 반영한다. 신군부 정권이 자신을 향한 비판의 화살을 완화시키기 위하여 1981년 1월부로 정규 방송을 컬러로 서비스하면서, 스포츠, 스크린, 섹스를 육성시키는 3S정책은 더욱 활발해지고 소비자를 현혹시키는 현란한 광고 이미지들이 범람하기 시작하였다. 김정헌은 우리의 생활 속 깊은 곳까지 파고들기 시작한 대중매체에 주목하고 풍요와 화려함으로 위장된 행복 이데올로기를 비판하고자 하였다. 형형색색의 TV 속에서 웃고 있는 모녀의 모습은 행복한 것처럼 보이지만 압도적인 TV크기와 과장된 표정은 오히려 어색함을 연출하면서 당시 현실과 모순되는 이미지 정치에 대해 반문하게 한다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=22999,http://collections.eseoul.go.kr/data/art/thumb/22999.jpg
회화,2001,풍요한 생활을 창조하는-럭키모노륨,Creating an Affluent Life- Lucky Monoryum,91×72.5cm,1981,캔버스에 아크릴릭,"<풍요한 생활을 창조하는-럭키모노륨>(1981)의 화면은 당시 도시의 풍요를 상징하는 아파트 바닥재인 럭키모노륨의 광고를 차용한 것이다. 정교하게 묘사된 거실의 세부, 화려한 색채의 모노륨 바닥과는 대조적으로 화면 하단은 논바닥에 모를 심고 있는 농부가 투박하고거칠게 터치되어 있다. 이와 같은 이분법적 구도는 여타의 김정헌 작업에서도 발견되는 구도로서, 현대사회가 야기한 갈등과 모순의 이중구조를 전달하기 위해 사용된 방식이다. 이를 통해 작가는 도시와 농촌의 불균등한 발전과 생활의 이질성, 소비와 생산의 불일치 같은 사회 문제를 부각시키고, 여전히 산업화와 도시화가 풍요로운 삶을 가져다 줄 것이라는 환상을 대중에게 주입하는 당시 세태를 풍자하고자 하였다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=20742,http://collections.eseoul.go.kr/data/art/thumb/20742.jpg
회화,2001,땅 미륵,Land Maitreya,61×45cm,1992,하드보드에 아크릴릭,"<땅 미륵>(1992)은 땅과 더불어 살아가는 농촌여인을 ‘중생을 구제하는 미륵보살’에 비유하여 그린 것으로, 제목이 암시하듯이 땅, 미륵, 여인은 서로 동일한 존재로서 그려지고 있다. 전작들에 등장한 농촌여인이 마을의 오랜 전통과 역사를 상징하는 존재로 여겨졌다는 점을 감안할 때, 이 작품에 등장하는 여인은 이상적인 존재로 그려져 그 의미가 확장되었음을 확인할 수 있다. 특히 김정헌은 ‘흙’을 순수한 생명이 만들어지는 원천으로 여기며 땅과 흙이 통합된 세계를 꿈꾸었는데, 질긴 생명력을 상징하는 질경이 옆에서 또 다른 생명을 심고 있는 여성은 강력한 ‘생명’의 메타포, 그 자체로서 그의 이상적인 세계관을 실현시키는 도상으로 등장한다. 비록 땅은 인간이 소유하고, 지배하는 과정에서 온갖 갈등과 반목의 씨앗이기도 했지만, 그에게 있어서 여전히 땅은 민중을 지켜주는 존재이자, 지켜나가야 할 대상이다. 이 작품은 1993년 《땅의 길, 흙의 길》 전에 출품되었다.",김정헌(1946),http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=23000,http://collections.eseoul.go.kr/data/art/thumb/23000.jpg
