번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),임산부정원수,영유아정원수,임산부실면적,영유아실면적,모유수유실면적,급식시설면적,세탁실면적,목욕실면적,조리원화장실면적,사무실면적,간호사수,간호조무사수,영양사수,취사부수,미화원수,기타인원수,건물층수,지상층수,지하층수
909,산후조리업,01_01_04_P,3980000,PHMB120133980021042100001,2013.11.15,,1,영업/정상,13,영업중,,,,,031-555-8844,,471-060,경기도 구리시 토평동 980번지 토평프라자 3층,경기도 구리시 벌말로 145 (토평동),11946,리베 산후조리원 구리점,2022.4.19 13:25,U,2022.4.21 2:40,,213064.6833,454145.4386,18,18,481.7,39.4,20.6,12,3.36,8.9,2.7,9.5,3,10,0,0,0,0,0,0,0
910,산후조리업,01_01_04_P,3980000,PHMB120063980021042100001,2006.12.14,,1,영업/정상,13,영업중,,,,,315512700,,,,경기도 구리시 건원대로33번길 4 (인창동),11918,마리본산후조리원,2021.3.29 13:29,U,2021.3.31 2:40,,212276.6967,455778.1103,19,19,290.4,36.2,7.3,8.4,11.6,7.3,26.4,9.7,2,9,,2,1,,4,4,
911,산후조리업,01_01_04_P,3780000,PHMB120083780064042100001,2008.9.25,,1,영업/정상,13,영업중,,2019.12.5,2020.1.15,,711-6169,,463-020,경기도 성남시 분당구 수내동 16-2 동부루트빌딩 4층,"경기도 성남시 분당구 황새울로200번길 36, 4층 (수내동, 분당 동부루트빌딩)",13595,분당더팰리스 산후조리원,2023.6.20 16:05,U,2023.6.22 2:40,,210035.5332,430588.918,16,16,350,50,12,30,20,45,45,18,0,0,0,0,0,0,0,0,0
912,산후조리업,01_01_04_P,3050000,PHMB120063050034042100001,2006.12.29,,1,영업/정상,13,영업중,,,,,2210-3399/3439,,130-874,"서울특별시 동대문구 휘경2동 29번지 1호 지하1층, 1층, 2층","서울특별시 동대문구 망우로 82, B1,1,2층 (휘경동)",2500,삼육서울병원부설산후조리원,2021.3.18 9:28,U,2021.3.20 2:40,,205622.0685,454114.388,24,24,28,58.4,,,,,,,9,5,1,,,2,3,2,1
913,산후조리업,01_01_04_P,3050000,PHMB120063050034042100002,2006.10.10,,1,영업/정상,13,영업중,,2017.12.31,2018.1.14,,2246-2001,,130-100,서울특별시 동대문구 장안동 371번지 1호 삼성쉐르빌2층,"서울특별시 동대문구 장한로 119 (장안동,삼성쉐르빌2층)",,린아미에산후조리원,2018.1.16 9:55,I,2018.8.31 23:59,,206101.9138,452155.6911,17,17,18,30.7,,,,,,,5,3,,,,4,0,,
914,산후조리업,01_01_04_P,3050000,PHMB120073050034042100001,2007.12.3,,1,영업/정상,13,영업중,,,,,2243-5353,,,서울특별시 동대문구 장안동 370번지 2호,"서울특별시 동대문구 답십리로 268, 해림빌딩 3,4층 (장안동)",2624,린산후조리원,2018.5.31 15:31,I,2018.8.31 23:59,,206127.5479,452215.684,19,20,20,53.92,,,,,,,3,11,1,,,2,2,2,
915,산후조리업,01_01_04_P,3050000,PHMB120133050034042100001,2013.1.29,,1,영업/정상,13,영업중,,,,,2213-5889,,130-838,"서울특별시 동대문구 장안2동 295번지 5호 7, 8층","서울특별시 동대문구 답십리로 269, 7,8층 (장안동)",2530,베베리타산후조리원,2020.8.18 13:13,U,2020.8.20 2:40,,206150.6896,452269.6768,15,15,,29.5,7.2,25.4,9.1,4.8,,24.5,4,6,,1,,2,2,2,
916,산후조리업,01_01_04_P,3130000,PHMB120123130033042100001,2012.12.11,,1,영업/정상,13,영업중,,2021.9.18,2021.10.5,,02.306-2617,,121-270,서울특별시 마포구 상암동,서울특별시 마포구 월드컵북로 497 (상암동),3902,라펠리체 산후조리원,2021.9.24 15:40,U,2021.9.26 2:40,,189286.6995,453577.0731,19,19,374.2,63.38,0,30.01,0,0,89,15.2,4,8,0,2,2,0,3,3,0
917,산후조리업,01_01_04_P,3190000,PHMB120133190033042100001,2013.7.9,,1,영업/정상,13,영업중,,,,,02-6496-5650,,,서울특별시 동작구 노량진동 311번지 8호,"서울특별시 동작구 장승배기로 108 (노량진동, 청화병원)",6925,청화병원부설산후조리원,2023.6.15 4:57,U,2023.6.17 2:40,,194640.5137,444993.6777,38,38,713.46,84.48,24.13,0,5.6,0,3.68,12,8,22,0,0,4,0,0,0,0
918,산후조리업,01_01_04_P,3190000,PHMB120043190033042100001,2004.6.23,,1,영업/정상,13,영업중,,,,,,,156-808,서울특별시 동작구 대방동 336번지 69호 무이비엔빌딩,,,미래산후조리원,2012.1.6 18:17,I,2018.8.31 23:59,,,,14,14,135,20.25,9.54,12.19,8.85,5.52,13.9,5.13,2,5,,1,1,1,,,
919,산후조리업,01_01_04_P,3220000,PHMB120093220033042100002,2009.3.23,,1,영업/정상,13,영업중,,2020.5.31,2020.7.20,,518-9782,,,"서울특별시 강남구 삼성동 63번지 12호 B1,1,2층","서울특별시 강남구 삼성로120길 30, B1,1,2층 (삼성동)",6085,Saint park 산후조리원,2021.1.21 10:43,U,2021.1.23 2:40,,204670.6989,446164.9208,19,19,411.82,36.06,14.67,14.18,8.5,23.04,10.9,25.27,12,3,1,3,1,2,3,2,1
920,산후조리업,01_01_04_P,3220000,PHMB120073220033042100001,2007.4.16,,1,영업/정상,13,영업중,,2017.5.29,2017.6.30,,02-546-3493,,,서울특별시 강남구 신사동 616번지 3호 1~5층,"서울특별시 강남구 압구정로38길 6, 1~5층 (신사동)",6023,호산산후조리원,2020.9.23 10:50,U,2020.9.25 2:40,,202786.8159,447346.1256,14,14,173,,,,,,,,4,12,1,2,1,,6,5,1
921,산후조리업,01_01_04_P,3190000,PHMB120163190033042100001,2016.9.28,,1,영업/정상,13,영업중,,,,,02-833-2227,,,서울특별시 동작구 신대방동 395번지,"서울특별시 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워)",7071,카리스산후조리원(보라매점),2020.12.9 14:27,U,2020.12.11 2:40,,193218.364,443239.5811,17,17,581.4,80,43.5,103.5,16.56,,,14,8,20,,4,3,,11,4,7
922,산후조리업,01_01_04_P,3130000,PHMB120063130033042100002,2008.3.6,,1,영업/정상,13,영업중,,,,,3142-1212,,121-232,서울특별시 마포구 망원2동 474번지 3호,서울특별시 마포구 월드컵로 155 (망원동),,아이린산후조리원 망원점,2021.12.30 11:30,U,2022.1.1 2:40,,191528.6644,451015.1164,12,12,195,62,14,48,8,102,3.4,10,3,9,0,2,1,0,6,4,1
923,산후조리업,01_01_04_P,3130000,PHMB120063130033042100003,2006.12.7,,1,영업/정상,13,영업중,,2021.7.17,2021.9.30,,02-3142-3003,,121-843,서울특별시 마포구 성산1동 56번지 3호 CS타워 10층,"서울특별시 마포구 월드컵북로 137 (성산동,CS타워 10층)",,루시에 산후조리원,2023.7.6 13:32,U,2023.7.8 2:40,,192136.276,451398.6615,14,14,231,30.5,11.52,28,4,64,64,8,5,6,0,2,1,1,10,10,3
924,산후조리업,01_01_04_P,3220000,PHMB120143220033042100001,2014.2.25,,1,영업/정상,13,영업중,,2017.11.29,2017.12.20,,02-508-0013,,,서울특별시 강남구 삼성동 151번지 1호 SISOMO TOWER,"서울특별시 강남구 삼성로 548, SISOMO TOWER 2~4층 (삼성동)",6166,트리니티산후조리원(삼성점),2019.11.7 16:05,U,2019.11.9 2:40,,204796.529,445378.7162,19,24,355.5,50.2,6.6,,,23,26.5,10.2,4,12,,1,2,3,11,7,4
925,산후조리업,01_01_04_P,3220000,PHMB120143220033042100002,2014.4.1,,1,영업/정상,13,영업중,,,,,02-3453-4628,,,서울특별시 강남구 역삼동 785번지 12호 3~5층,"서울특별시 강남구 언주로 303, 3~5층 (역삼동)",6230,(주)그녀의 정원 드라마,2019.11.12 17:58,U,2019.11.14 2:40,,204004.3284,443597.9801,22,22,302.09,26.22,12,56.2,0,,9.7,10.41,18,0,1,5,3,6,10,8,2
926,산후조리업,01_01_04_P,3220000,PHMB120143220033042100003,2014.6.18,,1,영업/정상,13,영업중,,,,,02-577-8677,,,서울특별시 강남구 도곡동 941번지 8호 1~7층,"서울특별시 강남구 도곡로6길 13, 1~7층 (도곡동)",6259,주식회사 도곡 궁 산후조리원,2019.9.11 10:50,U,2019.9.13 2:40,,202983.0709,443022.2054,18,18,444.9,54.78,0,28.38,2,0,108.1,26.4,5,12,,2,3,7,7,7,0
927,산후조리업,01_01_04_P,3220000,PHMB120143220033042100004,2014.9.5,,1,영업/정상,13,영업중,,,,,,,,,"서울특별시 강남구 삼성로 635, 한섬빌딩 (삼성동)",6091,(주)헤리티지산후조리원,2022.3.29 15:45,U,2022.3.31 2:40,,204436.9708,446036.9815,16,16,506.88,80.65,25.56,45.56,19.18,0,97.01,398.51,4,0,0,2,1,1,6,5,1
928,산후조리업,01_01_04_P,3220000,PHMB120183220033042100001,2018.6.1,,1,영업/정상,13,영업중,,,,,02)517-2433,,,서울특별시 강남구 청담동 55번지 19호 헤리티지산후조리원2호점,"서울특별시 강남구 영동대로141길 20, 헤리티지산후조리원2호점 (청담동)",6071,헤리티지 산후조리원 2호점,2022.3.29 15:50,U,2022.3.31 2:40,,204624.996,446759.4272,20,20,417.89,68.65,13.86,92.16,15,3.91,28.25,33.15,20,0,1,5,6,6,6,3,3
929,산후조리업,01_01_04_P,3220000,PHMB120163220033042100003,2016.9.1,,1,영업/정상,13,영업중,,,,,02-512-0500,,,서울특별시 강남구 신사동 638번지 1호 윤호병원 5~6층,"서울특별시 강남구 압구정로 304, 윤호병원 5~6층 (신사동)",6017,윤호 산후조리원,2019.9.11 11:03,U,2019.9.13 2:40,,202969.6391,447402.2995,13,13,249.44,26.69,0,0,0,6.1,58.54,12.95,4,8,1,3,2,6,9,7,2
930,산후조리업,01_01_04_P,3220000,PHMB120163220033042100004,2016.11.17,,1,영업/정상,13,영업중,,,,,02-3471-2233,,,"서울특별시 강남구 청담동 70번지 4호 지하1층, 1~7층","서울특별시 강남구 학동로97길 21-3, 지하1층, 1~7층 (청담동)",6072,청담마리더블레스 산후조리원,2019.9.11 11:06,U,2019.9.13 2:40,,204785.4371,446530.4444,21,21,733.4,75.8,0,51.5,25.4,0,36.6,37.3,5,25,,5,4,8,7,6,1
931,산후조리업,01_01_04_P,3220000,PHMB120163220033042100001,2016.3.15,,1,영업/정상,13,영업중,,,,,02-3453-4628,,,,서울특별시 강남구 언주로 303 (역삼동),6230,주식회사 드라마글로벌 산후조리원,2016.3.15 17:10,I,2018.8.31 23:59,,204004.3284,443597.9801,7,7,221.07,17.15,9.32,0,0,6.29,21.81,43.29,3,0,0,0,3,0,8,6,2
932,산후조리업,01_01_04_P,3220000,PHMB120163220033042100002,2016.6.9,,1,영업/정상,13,영업중,,2019.7.15,2019.11.4,,02-555-9550,,,,서울특별시 강남구 언주로107길 35 (역삼동),6136,궁산후조리원 강남본원지점,2019.11.5 9:30,U,2019.11.7 2:40,,203146.4193,444976.0795,19,22,439,42.9,0,28.94,0,0,13.5,37.28,4,7,,,,,3,3,0
933,산후조리업,01_01_04_P,3220000,PHMB120123220033042100001,2012.3.8,,1,영업/정상,13,영업중,,,,,547-5047,,,서울특별시 강남구 삼성동 101번지 1호,"서울특별시 강남구 봉은사로111길 111-13 (삼성동, 마당빌딩)",6083,더 궁 산후조리원,2019.4.10 15:00,U,2019.4.12 2:40,,205685.2062,445991.7229,17,17,360.5,29,6,29.4,10.6,4.5,4.5,8.2,8,4,,1,1,,7,5,2
934,산후조리업,01_01_04_P,3220000,PHMB120123220033042100002,2012.3.16,,1,영업/정상,13,영업중,,,,,3446-3434,,,서울특별시 강남구 논현동 90번지 1호,"서울특별시 강남구 언주로 707, MH빌딩 12,13층 (논현동)",6053,M&H 산후조리원,2021.2.23 11:11,U,2021.2.25 2:40,,203026.2726,446000.9473,16,16,330.31,35.64,,,15,,,,11,15,,4,3,,17,15,2
935,산후조리업,01_01_04_P,3120000,PHMB120113120033042100001,2011.5.13,,1,영업/정상,13,영업중,,,,,02-362-7500,,,서울특별시 서대문구 대현동 101-7 혜우빌딩 601호,"서울특별시 서대문구 신촌역로 10, 6층 601호 (대현동, 혜우빌딩)",3766,주식회사 레피리움네이처,2022.2.17 16:38,U,2022.2.19 2:40,,194908.9612,450597.7575,19,20,341.4,46.05,5.4,25.6,6,0,0,32.2,3,6,1,2,2,0,26,21,5
936,산후조리업,01_01_04_P,3120000,PHMB120153120033042100001,2015.1.19,,1,영업/정상,13,영업중,,,,,02-2153-7788,,120-857,서울특별시 서대문구 홍제동 251번지 4호,"서울특별시 서대문구 통일로 442, 10층 (홍제동)",3629,제이 산후조리원,2015.5.20 11:38,I,2018.8.31 23:59,,195065.2927,454025.0786,15,15,236.39,37.24,,,,,53.18,8.42,3,3,,,1,,13,10,0
937,산후조리업,01_01_04_P,3140000,PHMB120173140033042100001,2017.8.24,,1,영업/정상,13,영업중,,,,,,,,서울특별시 양천구 목동 513번지,"서울특별시 양천구 공항대로 610 (목동, 정종일산부인과)",7968,(주)포미즈타임산후조리원,2017.11.20 17:31,I,2018.8.31 23:59,,188635.2309,449396.8064,6,6,180.55,21.5,16,,,,,,3,,,,,,0,,
938,산후조리업,01_01_04_P,3110000,PHMB120063110032042100001,2006.12.7,,1,영업/정상,13,영업중,,2022.4.8,2022.7.8,,02-309-7535,,122-924,"서울특별시 은평구 응암동 603번지 24호 연송빌딩 4,5층","서울특별시 은평구 응암로 164 (응암동,연송빌딩 4,5층)",,인정산후조리원,2022.9.29 14:49,U,2022.10.1 2:40,,192562.8595,453813.9034,20,20,330.59,34.2,11.7,104.63,6617,0,0,24.57,4,7,1,0,2,0,7,2,0
939,산후조리업,01_01_04_P,3110000,PHMB120073110032042100002,2007.2.1,,1,영업/정상,13,영업중,,,,,02-6010-0702,,122-923,"서울특별시 은평구 응암동 578번지 16호 4,5층",서울특별시 은평구 응암로 235 (응암동),3457,라솜 산후조리원 은평점,2023.5.24 15:41,U,2023.5.27 2:40,,192652.478,454524.9793,14,14,248.94,34.3,0,35.2,9,3,67.56,4.45,3,3,0,2,1,0,5,2,0
940,산후조리업,01_01_04_P,3110000,PHMB120113110032042100001,2011.6.16,,1,영업/정상,13,영업중,,,,,355-0069,,122-030,"서울특별시 은평구 대조동 179번지 12호 (3,4,5층)",서울특별시 은평구 서오릉로 82 (대조동),,아이젤 산후조리원,2021.12.8 18:08,U,2021.12.10 2:40,,193047.2278,456161.9907,23,23,311.51,43.9,12.7,41,19.3,0,7.69,10.8,3,8,0,2,2,0,3,3,0
941,산후조리업,01_01_04_P,3180000,PHMB120083180034042100001,2008.2.29,,1,영업/정상,13,영업중,,2019.1.1,2019.2.28,,02-848-3579,,,,"서울특별시 영등포구 도신로 116, 대웅빌딩 (신길동)",7383,메르디앙 산후조리원,2022.9.8 10:33,U,2022.9.10 2:40,,191534.964,445094.6129,21,21,292.32,43.2,6.44,50.08,5.94,0,0,11.2,3,2,1,1,1,0,4,4,0
942,산후조리업,01_01_04_P,3140000,PHMB120063140033042100003,2006.12.8,,1,영업/정상,13,영업중,,,,,,,158-861,서울특별시 양천구 신정1동 1026번지 1호,"서울특별시 양천구 신월로 338, 원빌딩 4층 (신정동)",8086,목동 굿맘 산후조리원,2023.5.30 14:35,U,2023.6.1 2:40,,187415.9229,446600.1841,13,13,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0
943,산후조리업,01_01_04_P,3140000,PHMB120103140033042100002,2010.8.13,,1,영업/정상,13,영업중,,2017.11.22,2017.12.31,,02-2619-3560,,158-865,서울특별시 양천구 신정3동 1287번지 8호,"서울특별시 양천구 남부순환로 654, 진덕빌딩 10층 (신정동)",8054,밝은미래산후조리원,2019.12.4 10:16,U,2019.12.6 2:40,,185937.6528,445396.4164,13,13,155.13,22.86,6.6,22.91,6.79,,44.68,3.03,4,5,,1,1,,11,10,1
944,산후조리업,01_01_04_P,3140000,PHMB120113140033042100001,2011.1.17,,1,영업/정상,13,영업중,,,,,02-2601-3588,,,서울특별시 양천구 신월동 550번지 3호 승일뷰티타워2,"서울특별시 양천구 신월로 164, 승일뷰티타워2 7층 (신월동)",8064,팰리스산후조리원,2022.10.5 17:18,U,2022.10.7 2:40,,185962.8095,446176.171,19,19,263.01,34.39,9.74,41.14,10.5,60.87,7.64,16.91,4,5,0,1,1,0,7,7,0
945,산후조리업,01_01_04_P,3140000,PHMB120183140033042100001,2018.6.26,,1,영업/정상,13,영업중,,,,,02)6927-3647,,,서울특별시 양천구 신정동 943번지 19호,"서울특별시 양천구 중앙로 300, 시온빌딩 6~8층 (신정동)",8019,목동제일산후조리원,2018.6.27 12:17,I,2018.8.31 23:59,,186831.1584,446764.9159,14,14,274.85,31.47,,,12.96,5.37,,,2,2,,,,,3,3,
946,산후조리업,01_01_04_P,3140000,PHMB120153140033042100001,2015.8.7,,1,영업/정상,13,영업중,,,,,02-6491-1001,,,서울특별시 양천구 목동 406번지 21호,서울특별시 양천구 오목로 325 (목동),8000,㈜레피리움시그니쳐,2022.4.12 15:56,U,2022.4.14 2:40,,188767.5843,446998.232,16,16,529.6,42.35,0,43,21.95,1.8,44.2,21,4,7,0,1,1,0,0,0,0
947,산후조리업,01_01_04_P,3140000,PHMB120073140033042100002,2007.10.1,,1,영업/정상,13,영업중,,,,,,,,서울특별시 양천구 목동 713-5 상진지오벨리,"서울특별시 양천구 목동중앙남로3가길 127, 2층 (목동, 상진지오벨리)",7957,뉴이자르 산후조리원 목동점,2022.12.8 13:16,U,2022.12.10 2:40,,187908.6115,448799.3087,18,18,255.73,38.06,10.83,54,6,20,47.2,16,4,4,0,2,1,0,8,7,1
948,산후조리업,01_01_04_P,3000000,PHMB120153000034042100001,2015.11.25,,1,영업/정상,13,영업중,,,,,02-763-5400,,,서울특별시 종로구 원남동 28번지 7호 창경빌딩,"서울특별시 종로구 율곡로 174, 창경빌딩 2,3,4층 (원남동)",3127,라솜산후조리원 창경궁지점,2021.3.1 11:15,U,2021.3.3 2:40,,199750.9327,452592.7596,16,16,344.6,43.7,5.2,27.3,9.9,32,32,22.8,3,12,0,3,2,0,18,3,5
949,산후조리업,01_01_04_P,3000000,PHMB120163000034042100001,2016.5.13,,1,영업/정상,13,영업중,,,,,02-738-3335,,110-080,서울특별시 종로구 무악동 66번지 3호,서울특별시 종로구  통일로16길  4-1 (무악동),110-080,올리비움산후조리원,2021.3.1 11:15,U,2021.3.3 2:40,,196182.7231,452605.7129,60,60,2622.62,279.69,149.75,187.11,26.4,,,26.45,6,45,1,10,,21,11,5,1
950,산후조리업,01_01_04_P,3070000,PHMB120123070034042100001,2012.1.19,,1,영업/정상,13,영업중,,2021.4.30,2021.5.15,,02-922-1400,,,서울특별시 성북구 동소문동3가 63 동도빌딩,"서울특별시 성북구 동소문로 48, 동도빌딩 3층 (동소문동3가)",2860,라솜산후조리원 성북지점,2021.5.17 11:29,U,2021.5.19 2:40,,200905.1837,454220.5194,14,14,232.18,31.4,5.7,7.2,7.2,3.3,,9.5,3,3,0,2,1,1,0,,
951,산후조리업,01_01_04_P,3070000,PHMB120063070034042100002,2006.12.19,,1,영업/정상,13,영업중,,2019.2.27,2019.3.11,,02-922-4652,,136-044,서울특별시 성북구 삼선동4가 351번지 4호,서울특별시 성북구 보문로 180 (삼선동4가),2847,루시나 산후조리원,2019.3.11 17:49,U,2019.3.13 2:40,,201290.4243,454215.6855,15,15,230.12,31.88,7.65,52.62,8.46,,,10.87,3,5,,,,,0,,
952,산후조리업,01_01_04_P,3140000,PHMB120103140033042100001,2010.1.28,,1,영업/정상,13,영업중,,,,,02-2647-0100,,,서울특별시 양천구 신정동 1023-12 5층,"서울특별시 양천구 은행정로 5, 5층 (신정동)",8086,퀸즈마리 산후조리원,2022.12.26 9:38,U,2022.12.28 2:40,,187520.3068,446450.3473,21,21,301.61,41.6,19.48,70.27,8.35,17.48,84.61,45.15,3,5,0,1,1,0,5,5,0
953,산후조리업,01_01_04_P,3180000,PHMB120103180034042100001,2010.6.30,,1,영업/정상,13,영업중,,,,,02-2676-5757,,,서울특별시 영등포구 문래동3가 77번지,서울특별시 영등포구 선유로 64 (문래동3가),7295,아란태산후조리원,2022.1.14 11:56,U,2022.1.16 2:40,,190176.6272,446383.6614,12,12,228.96,17.78,4.48,14.9,4.2,3.2,4.2,4.8,3,3,0,1,1,0,8,7,1
954,산후조리업,01_01_04_P,3180000,PHMB120113180034042100001,2011.1.24,,1,영업/정상,13,영업중,,2021.6.14,2021.6.28,,02-2679-5005,,,,"서울특별시 영등포구 선유로 63 (문래동6가, EEU동신타워)",7281,주식회사 라솜산후조리원,2021.6.29 17:30,U,2021.7.1 2:40,,190121.3083,446385.2841,16,16,15.9,31.4,9.86,0,7.39,0,3.18,0,4,10,0,2,0,0,11,8,3
955,산후조리업,01_01_04_P,3030000,PHMB120163030033042100001,2016.8.4,,1,영업/정상,13,영업중,,,,,,,,,"서울특별시 성동구 고산자로6길 40, 행당동 레몬프라자 6층 601호 (행당동)",4745,주식회사 서울숲산후조리원,2023.6.7 10:13,U,2023.6.10 2:40,,203071.9592,450665.5326,22,22,817.09,54.26,13.39,22.29,0,5.38,55.44,24.39,4,10,0,1,1,1,6,6,0
956,산후조리업,01_01_04_P,3060000,PHMB120063060034042100001,2006.12.27,,1,영업/정상,13,영업중,,,,,02-496-3425,,131-809,서울특별시 중랑구 망우본동 488번지 8호 외1필지 에이동,"서울특별시 중랑구 망우로 411, 에이동 (망우동)",2073,아이맘-s산후조리원,2018.10.23 17:04,U,2018.10.25 2:35,,208547.5606,455271.7903,11,11,343.56,37.07,5.9,,14.78,,,,,,,,,,,,
957,산후조리업,01_01_04_P,3060000,PHMB120143060034042100001,2014.6.9,,1,영업/정상,13,영업중,,,,,02-972-7667,,131-848,서울특별시 중랑구 묵동,"서울특별시 중랑구 중랑역로 257, 신흥빌딩 4~5층 (묵동)",2018,뉴이자르 산후조리원 태릉점,2021.1.27 15:22,U,2021.1.29 2:40,,206694.0528,457058.8336,23,23,503.63,51.55,27,25.52,,,2.76,30.76,3,4,,2,2,,2,2,
958,산후조리업,01_01_04_P,3060000,PHMB120153060034042100001,2015.3.3,,1,영업/정상,13,영업중,,,,,,,131-131,서울특별시 중랑구 신내동 317번지 6호,서울특별시 중랑구 신내로16길 76 (신내동),2053,(주) 궁 산후조리원 신내점,2015.3.9 15:44,I,2018.8.31 23:59,,208768.6285,456722.5584,23,23,650,55,7,34,20,,10,18,4,10,1,,,,0,,
959,산후조리업,01_01_04_P,3240000,PHMB120183240033042100001,2018.12.31,,1,영업/정상,13,영업중,,,,,02-341-4567,,,서울특별시 강동구 강일동 730번지 1호,"서울특별시 강동구 상일로12길 97, 강동드림산부인과 3층 (강일동)",5285,강동드림 산후조리원,2021.4.14 11:36,U,2021.4.16 2:40,,215186.0994,450520.4625,15,15,200.17,35.61,8.01,35.31,2.25,,66.3,7.02,3,3,,,2,1,7,5,2
960,산후조리업,01_01_04_P,4830000,PHMB120204830021042100001,2020.11.25,,1,영업/정상,13,영업중,,,,,,,,,"전라남도 나주시 정보화길 49, 2층 (빛가람동)",58323,전라남도 지정 4호 공공산후조리원,2023.3.8 15:57,U,2023.3.11 2:40,,181598.454,169526.3453,16,18,233.64,37.84,8.41,0,10.89,8.41,10.59,0,5,6,0,1,2,0,6,5,1
